"연령별","체류자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"42세","방문취업","여자","","939","1125","675","526","451","412",
"42세","관광상륙","계","","","4","4","13","3","",
"42세","관광상륙","남자","","","3","4","5","1","",
"42세","관광상륙","여자","","","1","0","8","2","",
"43세","총계","계","","5480","6766","5075","5170","6083","6144",
"43세","총계","남자","","2919","3845","2770","2866","3321","3428",
"43세","총계","여자","","2561","2921","2305","2304","2762","2716",
"43세","공무","계","","17","10","18","14","16","26",
"43세","공무","남자","","9","8","13","7","9","17",
"43세","공무","여자","","8","2","5","7","7","9",
"43세","사증면제","계","","237","1154","333","600","1720","1815",
"43세","사증면제","남자","","118","759","142","244","837","944",
"43세","사증면제","여자","","119","395","191","356","883","871",
"43세","관광통과","계","","239","306","401","378","359","663",
"43세","관광통과","남자","","134","183","218","213","210","421",
"43세","관광통과","여자","","105","123","183","165","149","242",
"43세","일시취재","계","","","","","","1","",
"43세","일시취재","남자","","","","","","1","",
"43세","일시취재","여자","","","","","","0","",
"43세","단기방문","계","","1677","1187","1331","1300","1199","1173",
"43세","단기방문","남자","","843","660","737","766","721","661",
"43세","단기방문","여자","","834","527","594","534","478","512",
"43세","단기취업","계","","","1","2","8","2","",
"43세","단기취업","남자","","","1","2","8","2","",
"43세","단기취업","여자","","","0","0","0","0","",
"43세","문화예술","계","","1","","3","1","","1",
"43세","문화예술","남자","","1","","2","1","","1",
"43세","문화예술","여자","","0","","1","0","","0",
"43세","구직","계","","2","2","","1","","1",
"43세","구직","남자","","2","1","","0","","1",
"43세","구직","여자","","0","1","","1","","0",
"43세","유학","계","","19","10","16","15","24","29",
"43세","유학","남자","","13","5","11","12","15","23",
"43세","유학","여자","","6","5","5","3","9","6",
"43세","기술연수","계","","","","","1","","",
"43세","기술연수","남자","","","","","0","","",
"43세","기술연수","여자","","","","","1","","",
"43세","일반연수","계","","13","12","9","19","11","14",
"43세","일반연수","남자","","8","9","4","15","5","10",
"43세","일반연수","여자","","5","3","5","4","6","4",
"43세","취재","계","","2","1","1","1","1","1",
"43세","취재","남자","","2","1","1","1","1","1",
"43세","취재","여자","","0","0","0","0","0","0",
"43세","종교","계","","4","4","4","2","2","1",
"43세","종교","남자","","3","1","2","0","0","0",
"43세","종교","여자","","1","3","2","2","2","1",
"43세","주재","계","","13","10","11","11","6","5",
"43세","주재","남자","","12","9","10","9","6","5",
"43세","주재","여자","","1","1","1","2","0","0",
"43세","기업투자","계","","31","13","11","27","16","18",
"43세","기업투자","남자","","31","13","10","26","15","16",
"43세","기업투자","여자","","0","0","1","1","1","2",
"43세","무역경영","계","","32","63","42","28","22","26",
"43세","무역경영","남자","","30","62","41","28","21","26",
"43세","무역경영","여자","","2","1","1","0","1","0",
"43세","교수","계","","20","15","12","5","12","8",
"43세","교수","남자","","11","4","8","3","10","6",
"43세","교수","여자","","9","11","4","2","2","2",
"43세","선원","계","","84","71","70","56","65","54",
"43세","선원","남자","","84","71","70","56","65","54",
"43세","선원","여자","","0","0","0","0","0","0",
"43세","회화지도","계","","18","9","11","18","7","14",
"43세","회화지도","남자","","11","1","5","12","4","6",
"43세","회화지도","여자","","7","8","6","6","3","8",
"43세","연구","계","","5","5","5","9","3","6",
"43세","연구","남자","","5","4","5","8","3","6",
"43세","연구","여자","","0","1","0","1","0","0",
"43세","기술지도","계","","","1","","","","",
"43세","기술지도","남자","","","1","","","","",
"43세","기술지도","여자","","","0","","","","",
"43세","전문직업","계","","1","3","2","8","7","1",
"43세","전문직업","남자","","1","3","2","8","7","1",
"43세","전문직업","여자","","0","0","0","0","0","0",
"43세","예술흥행","계","","12","8","6","5","4","2",
"43세","예술흥행","남자","","9","7","4","4","3","1",
"43세","예술흥행","여자","","3","1","2","1","1","1",
"43세","특정활동","계","","46","46","43","62","52","78",
"43세","특정활동","남자","","35","39","38","37","32","44",
"43세","특정활동","여자","","11","7","5","25","20","34",
"43세","비전문취업","계","","131","58","58","136","130","96",
"43세","비전문취업","남자","","129","55","54","130","123","92",
"43세","비전문취업","여자","","2","3","4","6","7","4",
"43세","방문동거","계","","52","112","141","267","232","244",
"43세","방문동거","남자","","14","18","33","91","62","79",
"43세","방문동거","여자","","38","94","108","176","170","165",
"43세","거주","계","","36","41","32","26","29","21",
"43세","거주","남자","","10","13","9","6","7","6",
"43세","거주","여자","","26","28","23","20","22","15",
"43세","동반","계","","36","33","22","39","35","32",
"43세","동반","남자","","2","1","5","4","2","6",
"43세","동반","여자","","34","32","17","35","33","26",
"43세","재외동포","계","","302","345","434","489","542","480",
"43세","재외동포","남자","","169","187","242","286","299","256",
"43세","재외동포","여자","","133","158","192","203","243","224",
"43세","영주","계","","133","125","137","116","114","127",
"43세","영주","남자","","60","45","64","51","46","56",
"43세","영주","여자","","73","80","73","65","68","71",
"43세","결혼이민","계","","213","177","118","125","136","121",
"43세","결혼이민","남자","","49","46","24","30","33","35",
"43세","결혼이민","여자","","164","131","94","95","103","86",
"43세","기타","계","","1","1","4","13","26","14",
"43세","기타","남자","","1","0","4","8","22","13",
"43세","기타","여자","","0","1","0","5","4","1",
"43세","방문취업","계","","2101","2941","1793","1383","1309","1073",
"43세","방문취업","남자","","1122","1638","1009","797","759","641",
"43세","방문취업","여자","","979","1303","784","586","550","432",
"43세","관광상륙","계","","2","2","5","7","1","",
"43세","관광상륙","남자","","1","0","1","5","1","",
"43세","관광상륙","여자","","1","2","4","2","0","",
"44세","총계","계","","5472","6319","5496","5164","5961","6292",
"44세","총계","남자","","2810","3525","2887","2741","3265","3444",
"44세","총계","여자","","2662","2794","2609","2423","2696","2848",
"44세","공무","계","","7","8","8","16","12","18",
"44세","공무","남자","","3","6","4","6","9","10",
"44세","공무","여자","","4","2","4","10","3","8",
"44세","사증면제","계","","217","921","361","531","1460","1643",
"44세","사증면제","남자","","90","590","154","227","759","817",
"44세","사증면제","여자","","127","331","207","304","701","826",
"44세","관광통과","계","","237","295","369","352","379","676",
"44세","관광통과","남자","","127","163","218","196","238","420",
"44세","관광통과","여자","","110","132","151","156","141","256",
"44세","일시취재","계","","","","","","","1",
"44세","일시취재","남자","","","","","","","1",
"44세","일시취재","여자","","","","","","","0",
"44세","단기방문","계","","1770","1289","1475","1383","1362","1243",
"44세","단기방문","남자","","864","675","777","767","775","694",
"44세","단기방문","여자","","906","614","698","616","587","549",
"44세","단기취업","계","","","","2","14","2","4",
"44세","단기취업","남자","","","","2","14","2","3",
"44세","단기취업","여자","","","","0","0","0","1",
"44세","문화예술","계","","2","3","4","1","1","2",
"44세","문화예술","남자","","1","2","3","0","0","0",
"44세","문화예술","여자","","1","1","1","1","1","2",
"44세","구직","계","","1","1","","","","",
"44세","구직","남자","","1","0","","","","",
"44세","구직","여자","","0","1","","","","",
"44세","유학","계","","15","7","13","11","15","19",
"44세","유학","남자","","10","5","7","7","10","12",
"44세","유학","여자","","5","2","6","4","5","7",
"44세","일반연수","계","","12","17","10","24","12","11",
"44세","일반연수","남자","","9","13","5","14","6","5",
"44세","일반연수","여자","","3","4","5","10","6","6",
"44세","취재","계","","1","1","","","","",
"44세","취재","남자","","1","1","","","","",
"44세","취재","여자","","0","0","","","","",
"44세","종교","계","","6","4","4","4","4","1",
"44세","종교","남자","","4","2","1","2","3","0",
"44세","종교","여자","","2","2","3","2","1","1",
"44세","주재","계","","9","5","8","8","1","7",
"44세","주재","남자","","8","5","6","7","0","7",
"44세","주재","여자","","1","0","2","1","1","0",
"44세","기업투자","계","","36","21","16","24","15","21",
"44세","기업투자","남자","","36","17","16","24","14","21",
"44세","기업투자","여자","","0","4","0","0","1","0",
"44세","무역경영","계","","33","47","34","35","20","17",
"44세","무역경영","남자","","33","44","34","34","18","16",
"44세","무역경영","여자","","0","3","0","1","2","1",
"44세","교수","계","","12","12","12","6","10","5",
"44세","교수","남자","","9","9","11","4","8","4",
"44세","교수","여자","","3","3","1","2","2","1",
"44세","선원","계","","45","69","63","49","51","31",
"44세","선원","남자","","45","69","63","49","51","31",
"44세","선원","여자","","0","0","0","0","0","0",
"44세","회화지도","계","","14","16","14","14","17","16",
"44세","회화지도","남자","","10","13","6","9","9","13",
"44세","회화지도","여자","","4","3","8","5","8","3",
"44세","연구","계","","9","4","6","7","2","5",
"44세","연구","남자","","8","4","5","7","1","5",
"44세","연구","여자","","1","0","1","0","1","0",
"44세","기술지도","계","","","","1","1","","",
"44세","기술지도","남자","","","","1","1","","",
"44세","기술지도","여자","","","","0","0","","",
"44세","전문직업","계","","3","3","6","7","2","1",
"44세","전문직업","남자","","3","3","6","7","2","1",
"44세","전문직업","여자","","0","0","0","0","0","0",
"44세","예술흥행","계","","7","7","5","7","2","8",
"44세","예술흥행","남자","","5","6","4","5","1","5",
"44세","예술흥행","여자","","2","1","1","2","1","3",
"44세","특정활동","계","","47","56","44","54","55","63",
"44세","특정활동","남자","","40","46","28","34","27","34",
"44세","특정활동","여자","","7","10","16","20","28","29",
"44세","비전문취업","계","","93","31","43","67","67","43",
"44세","비전문취업","남자","","92","30","40","64","61","39",
"44세","비전문취업","여자","","1","1","3","3","6","4",
"44세","방문동거","계","","84","116","187","261","259","290",
"44세","방문동거","남자","","18","25","35","94","97","95",
"44세","방문동거","여자","","66","91","152","167","162","195",
"44세","거주","계","","40","30","27","39","33","28",
"44세","거주","남자","","13","12","10","10","12","10",
"44세","거주","여자","","27","18","17","29","21","18",
"44세","동반","계","","35","30","24","25","23","31",
"44세","동반","남자","","3","4","0","4","3","6",
"44세","동반","여자","","32","26","24","21","20","25",
"44세","재외동포","계","","271","323","421","513","504","517",
"44세","재외동포","남자","","146","170","235","292","277","278",
"44세","재외동포","여자","","125","153","186","221","227","239",
"44세","영주","계","","125","118","155","130","135","108",
"44세","영주","남자","","43","49","67","57","59","51",
"44세","영주","여자","","82","69","88","73","76","57",
"44세","결혼이민","계","","206","171","146","162","118","144",
"44세","결혼이민","남자","","38","52","36","39","32","33",
"44세","결혼이민","여자","","168","119","110","123","86","111",
"44세","기타","계","","","3","5","16","20","13",
"44세","기타","남자","","","1","5","12","15","12",
"44세","기타","여자","","","2","0","4","5","1",
"44세","방문취업","계","","2133","2711","2030","1398","1380","1324",
"44세","방문취업","남자","","1149","1509","1107","751","776","820",
"44세","방문취업","여자","","984","1202","923","647","604","504",
"44세","관광상륙","계","","2","","3","5","","2",
"44세","관광상륙","남자","","1","","1","4","","1",
"44세","관광상륙","여자","","1","","2","1","","1",
"45세","총계","계","","5115","6338","5139","5278","6235","6293",
"45세","총계","남자","","2620","3490","2709","2760","3542","3499",
"45세","총계","여자","","2495","2848","2430","2518","2693","2794",
"45세","공무","계","","15","12","13","17","10","20",
"45세","공무","남자","","9","9","7","14","4","12",
"45세","공무","여자","","6","3","6","3","6","8",
"45세","사증면제","계","","191","887","262","491","1374","1358",
"45세","사증면제","남자","","96","572","95","211","759","708",
"45세","사증면제","여자","","95","315","167","280","615","650",
"45세","관광통과","계","","220","279","379","341","388","715",
"45세","관광통과","남자","","121","160","226","186","234","449",
"45세","관광통과","여자","","99","119","153","155","154","266",
"45세","일시취재","계","","","","","","","1",
"45세","일시취재","남자","","","","","","","1",
"45세","일시취재","여자","","","","","","","0",
"45세","단기방문","계","","1759","1357","1490","1496","1502","1353",
"45세","단기방문","남자","","863","715","821","823","884","748",
"45세","단기방문","여자","","896","642","669","673","618","605",
"45세","단기취업","계","","","2","","8","1","1",
"45세","단기취업","남자","","","2","","8","1","0",
"45세","단기취업","여자","","","0","","0","0","1",
"45세","문화예술","계","","2","1","2","2","4","2",
"45세","문화예술","남자","","0","0","1","2","2","2",
"45세","문화예술","여자","","2","1","1","0","2","0",
"45세","구직","계","","","1","2","","1","2",
"45세","구직","남자","","","1","2","","1","2",
"45세","구직","여자","","","0","0","","0","0",
"45세","유학","계","","5","7","15","10","9","18",
"45세","유학","남자","","4","3","6","9","7","7",
"45세","유학","여자","","1","4","9","1","2","11",
"45세","기술연수","계","","","","","1","","",
"45세","기술연수","남자","","","","","1","","",
"45세","기술연수","여자","","","","","0","","",
"45세","일반연수","계","","10","7","4","7","12","8",
"45세","일반연수","남자","","8","5","3","6","6","5",
"45세","일반연수","여자","","2","2","1","1","6","3",
"45세","취재","계","","1","1","1","","","1",
"45세","취재","남자","","1","0","1","","","1",
"45세","취재","여자","","0","1","0","","","0",
"45세","종교","계","","4","8","5","2","3","1",
"45세","종교","남자","","2","7","1","2","2","0",
"45세","종교","여자","","2","1","4","0","1","1",
"45세","주재","계","","10","4","5","8","5","4",
"45세","주재","남자","","7","3","4","7","4","3",
"45세","주재","여자","","3","1","1","1","1","1",
"45세","기업투자","계","","35","13","15","12","18","17",
"45세","기업투자","남자","","34","13","15","11","17","17",
"45세","기업투자","여자","","1","0","0","1","1","0",
"45세","무역경영","계","","41","48","41","30","21","16",
"45세","무역경영","남자","","38","47","40","29","21","15",
"45세","무역경영","여자","","3","1","1","1","0","1",
"45세","교수","계","","17","8","6","8","7","14",
"45세","교수","남자","","14","7","3","3","4","10",
"45세","교수","여자","","3","1","3","5","3","4",
"45세","선원","계","","9","10","14","17","14","16",
"45세","선원","남자","","9","10","14","17","14","16",
"45세","선원","여자","","0","0","0","0","0","0",
"45세","회화지도","계","","11","10","6","18","7","15",
"45세","회화지도","남자","","7","5","5","14","5","10",
"45세","회화지도","여자","","4","5","1","4","2","5",
"45세","연구","계","","9","10","3","6","5","7",
"45세","연구","남자","","9","10","3","3","5","6",
"45세","연구","여자","","0","0","0","3","0","1",
"45세","기술지도","계","","1","","","1","","",
"45세","기술지도","남자","","1","","","1","","",
"45세","기술지도","여자","","0","","","0","","",
"45세","전문직업","계","","3","1","7","6","5","6",
"45세","전문직업","남자","","3","1","7","6","5","6",
"45세","전문직업","여자","","0","0","0","0","0","0",
"45세","예술흥행","계","","7","8","4","4","6","4",
"45세","예술흥행","남자","","6","8","1","2","3","3",
"45세","예술흥행","여자","","1","0","3","2","3","1",
"45세","특정활동","계","","33","28","45","47","39","45",
"45세","특정활동","남자","","28","26","42","30","26","28",
"45세","특정활동","여자","","5","2","3","17","13","17",
"45세","비전문취업","계","","36","11","20","21","40","25",
"45세","비전문취업","남자","","36","11","20","21","40","23",
"45세","비전문취업","여자","","0","0","0","0","0","2",
"45세","방문동거","계","","92","111","203","343","296","288",
"45세","방문동거","남자","","21","28","47","106","112","106",
"45세","방문동거","여자","","71","83","156","237","184","182",
"45세","거주","계","","41","31","36","27","34","27",
"45세","거주","남자","","16","10","14","9","8","11",
"45세","거주","여자","","25","21","22","18","26","16",
"45세","동반","계","","22","41","22","32","15","32",
"45세","동반","남자","","0","3","2","5","2","4",
"45세","동반","여자","","22","38","20","27","13","28",
"45세","재외동포","계","","274","297","386","550","563","556",
"45세","재외동포","남자","","155","161","206","283","311","327",
"45세","재외동포","여자","","119","136","180","267","252","229",
"45세","영주","계","","111","110","123","135","132","141",
"45세","영주","남자","","41","47","61","64","49","62",
"45세","영주","여자","","70","63","62","71","83","79",
"45세","결혼이민","계","","146","142","136","139","116","141",
"45세","결혼이민","남자","","40","38","44","43","32","32",
"45세","결혼이민","여자","","106","104","92","96","84","109",
"45세","기타","계","","2","4","4","15","15","12",
"45세","기타","남자","","1","2","4","12","12","8",
"45세","기타","여자","","1","2","0","3","3","4",
"45세","방문취업","계","","2005","2887","1887","1477","1590","1447",
"45세","방문취업","남자","","1048","1584","1012","827","970","877",
"45세","방문취업","여자","","957","1303","875","650","620","570",
"45세","관광상륙","계","","3","2","3","7","3","",
"45세","관광상륙","남자","","2","2","2","5","2","",
"45세","관광상륙","여자","","1","0","1","2","1","",
"46세","총계","계","","4660","5736","4919","5151","6314","6761",
"46세","총계","남자","","2320","3085","2533","2680","3509","3784",
"46세","총계","여자","","2340","2651","2386","2471","2805","2977",
"46세","공무","계","","4","15","14","13","22","14",
"46세","공무","남자","","3","10","6","9","13","9",
"46세","공무","여자","","1","5","8","4","9","5",
"46세","사증면제","계","","176","779","259","425","1212","1331",
"46세","사증면제","남자","","82","511","104","199","668","713",
"46세","사증면제","여자","","94","268","155","226","544","618",
"46세","관광통과","계","","210","263","318","332","404","689",
"46세","관광통과","남자","","105","151","180","179","254","446",
"46세","관광통과","여자","","105","112","138","153","150","243",
"46세","단기방문","계","","1625","1285","1452","1582","1540","1535",
"46세","단기방문","남자","","748","650","763","861","897","847",
"46세","단기방문","여자","","877","635","689","721","643","688",
"46세","단기취업","계","","1","","2","8","3","1",
"46세","단기취업","남자","","1","","1","8","3","1",
"46세","단기취업","여자","","0","","1","0","0","0",
"46세","문화예술","계","","3","3","","1","3","3",
"46세","문화예술","남자","","1","1","","1","1","1",
"46세","문화예술","여자","","2","2","","0","2","2",
"46세","구직","계","","","1","","1","","",
"46세","구직","남자","","","1","","1","","",
"46세","구직","여자","","","0","","0","","",
"46세","유학","계","","5","7","2","6","12","13",
"46세","유학","남자","","4","6","1","1","10","7",
"46세","유학","여자","","1","1","1","5","2","6",
"46세","기술연수","계","","","","","1","","",
"46세","기술연수","남자","","","","","1","","",
"46세","기술연수","여자","","","","","0","","",
"46세","일반연수","계","","5","6","3","19","7","2",
"46세","일반연수","남자","","2","2","3","15","2","1",
"46세","일반연수","여자","","3","4","0","4","5","1",
"46세","취재","계","","","","1","","","",
"46세","취재","남자","","","","1","","","",
"46세","취재","여자","","","","0","","","",
"46세","종교","계","","3","4","8","6","3","2",
"46세","종교","남자","","2","4","6","3","0","2",
"46세","종교","여자","","1","0","2","3","3","0",
"46세","주재","계","","14","9","7","11","5","9",
"46세","주재","남자","","14","9","5","9","5","7",
"46세","주재","여자","","0","0","2","2","0","2",
"46세","기업투자","계","","28","19","22","22","19","20",
"46세","기업투자","남자","","28","18","21","21","16","19",
"46세","기업투자","여자","","0","1","1","1","3","1",
"46세","무역경영","계","","28","40","30","34","19","20",
"46세","무역경영","남자","","28","40","29","33","19","19",
"46세","무역경영","여자","","0","0","1","1","0","1",
"46세","교수","계","","12","7","17","3","11","9",
"46세","교수","남자","","8","5","10","2","8","8",
"46세","교수","여자","","4","2","7","1","3","1",
"46세","선원","계","","3","2","7","13","11","7",
"46세","선원","남자","","3","2","7","13","11","7",
"46세","선원","여자","","0","0","0","0","0","0",
"46세","회화지도","계","","11","13","5","6","11","18",
"46세","회화지도","남자","","6","5","3","4","6","10",
"46세","회화지도","여자","","5","8","2","2","5","8",
"46세","연구","계","","7","5","3","11","3","6",
"46세","연구","남자","","7","4","3","10","3","5",
"46세","연구","여자","","0","1","0","1","0","1",
"46세","기술지도","계","","","1","","","","",
"46세","기술지도","남자","","","1","","","","",
"46세","기술지도","여자","","","0","","","","",
"46세","전문직업","계","","4","1","3","4","5","4",
"46세","전문직업","남자","","4","1","3","4","5","4",
"46세","전문직업","여자","","0","0","0","0","0","0",
"46세","예술흥행","계","","10","6","5","7","4","5",
"46세","예술흥행","남자","","9","5","3","6","3","4",
"46세","예술흥행","여자","","1","1","2","1","1","1",
"46세","특정활동","계","","32","26","32","41","47","38",
"46세","특정활동","남자","","26","19","26","29","32","24",
"46세","특정활동","여자","","6","7","6","12","15","14",
"46세","비전문취업","계","","10","","5","6","5","7",
"46세","비전문취업","남자","","10","","5","6","5","7",
"46세","비전문취업","여자","","0","","0","0","0","0",
"46세","방문동거","계","","81","164","223","392","348","404",
"46세","방문동거","남자","","17","32","59","143","119","151",
"46세","방문동거","여자","","64","132","164","249","229","253",
"46세","거주","계","","28","31","22","32","25","27",
"46세","거주","남자","","13","12","9","10","11","8",
"46세","거주","여자","","15","19","13","22","14","19",
"46세","동반","계","","29","25","22","27","24","19",
"46세","동반","남자","","2","3","1","3","3","7",
"46세","동반","여자","","27","22","21","24","21","12",
"46세","재외동포","계","","234","276","356","484","579","605",
"46세","재외동포","남자","","115","119","199","249","304","336",
"46세","재외동포","여자","","119","157","157","235","275","269",
"46세","영주","계","","93","92","133","141","144","134",
"46세","영주","남자","","36","41","55","58","66","57",
"46세","영주","여자","","57","51","78","83","78","77",
"46세","결혼이민","계","","126","142","102","114","102","133",
"46세","결혼이민","남자","","33","34","26","33","32","39",
"46세","결혼이민","여자","","93","108","76","81","70","94",
"46세","기타","계","","","","2","5","21","13",
"46세","기타","남자","","","","2","5","16","12",
"46세","기타","여자","","","","0","0","5","1",
"46세","방문취업","계","","1877","2510","1860","1397","1724","1693",
"46세","방문취업","남자","","1013","1396","1001","760","997","1033",
"46세","방문취업","여자","","864","1114","859","637","727","660",
"46세","관광상륙","계","","1","4","4","7","1","",
"46세","관광상륙","남자","","0","3","1","4","0","",
"46세","관광상륙","여자","","1","1","3","3","1","",
"47세","총계","계","","5306","5605","4817","5232","5885","6373",
"47세","총계","남자","","2624","2991","2424","2681","3192","3493",
"47세","총계","여자","","2682","2614","2393","2551","2693","2880",
"47세","공무","계","","8","3","11","14","7","11",
"47세","공무","남자","","4","2","7","10","6","7",
"47세","공무","여자","","4","1","4","4","1","4",
"47세","사증면제","계","","150","623","255","412","1017","1133",
"47세","사증면제","남자","","70","428","109","178","554","604",
"47세","사증면제","여자","","80","195","146","234","463","529",
"47세","관광통과","계","","166","223","309","305","414","684",
"47세","관광통과","남자","","92","124","169","147","246","453",
"47세","관광통과","여자","","74","99","140","158","168","231",
"47세","단기방문","계","","1906","1308","1410","1560","1486","1429",
"47세","단기방문","남자","","886","691","729","869","877","764",
"47세","단기방문","여자","","1020","617","681","691","609","665",
"47세","단기취업","계","","1","1","1","6","1","3",
"47세","단기취업","남자","","1","1","1","6","1","3",
"47세","단기취업","여자","","0","0","0","0","0","0",
"47세","문화예술","계","","1","4","2","","","2",
"47세","문화예술","남자","","1","3","0","","","0",
"47세","문화예술","여자","","0","1","2","","","2",
"47세","구직","계","","","","1","1","1","",
"47세","구직","남자","","","","1","0","1","",
"47세","구직","여자","","","","0","1","0","",
"47세","유학","계","","5","3","6","7","8","6",
"47세","유학","남자","","3","2","5","3","6","4",
"47세","유학","여자","","2","1","1","4","2","2",
"47세","일반연수","계","","6","7","5","7","6","10",
"47세","일반연수","남자","","3","5","2","5","3","6",
"47세","일반연수","여자","","3","2","3","2","3","4",
"47세","취재","계","","1","","2","","","",
"47세","취재","남자","","1","","2","","","",
"47세","취재","여자","","0","","0","","","",
"47세","종교","계","","2","3","5","5","2","1",
"47세","종교","남자","","2","1","3","5","2","1",
"47세","종교","여자","","0","2","2","0","0","0",
"47세","주재","계","","2","4","7","4","7","6",
"47세","주재","남자","","2","4","7","4","7","6",
"47세","주재","여자","","0","0","0","0","0","0",
"47세","기업투자","계","","21","20","14","36","15","14",
"47세","기업투자","남자","","20","19","14","34","15","11",
"47세","기업투자","여자","","1","1","0","2","0","3",
"47세","무역경영","계","","42","45","31","29","14","20",
"47세","무역경영","남자","","41","41","30","29","14","19",
"47세","무역경영","여자","","1","4","1","0","0","1",
"47세","교수","계","","11","9","8","3","4","5",
"47세","교수","남자","","7","4","5","2","3","2",
"47세","교수","여자","","4","5","3","1","1","3",
"47세","선원","계","","","","4","5","4","7",
"47세","선원","남자","","","","4","5","4","7",
"47세","선원","여자","","","","0","0","0","0",
"47세","회화지도","계","","8","11","5","16","14","10",
"47세","회화지도","남자","","1","6","2","7","9","5",
"47세","회화지도","여자","","7","5","3","9","5","5",
"47세","연구","계","","10","1","4","6","5","3",
"47세","연구","남자","","9","1","3","6","4","3",
"47세","연구","여자","","1","0","1","0","1","0",
"47세","기술지도","계","","2","","","","","1",
"47세","기술지도","남자","","2","","","","","1",
"47세","기술지도","여자","","0","","","","","0",
"47세","전문직업","계","","4","5","2","6","5","5",
"47세","전문직업","남자","","4","5","2","6","5","5",
"47세","전문직업","여자","","0","0","0","0","0","0",
"47세","예술흥행","계","","10","7","3","6","2","9",
"47세","예술흥행","남자","","8","6","3","5","2","9",
"47세","예술흥행","여자","","2","1","0","1","0","0",
"47세","특정활동","계","","18","20","25","29","25","21",
"47세","특정활동","남자","","18","14","20","21","17","18",
"47세","특정활동","여자","","0","6","5","8","8","3",
"47세","비전문취업","계","","1","1","","1","1","1",
"47세","비전문취업","남자","","1","1","","1","1","1",
"47세","비전문취업","여자","","0","0","","0","0","0",
"47세","방문동거","계","","91","179","253","431","429","387",
"47세","방문동거","남자","","21","44","73","146","163","146",
"47세","방문동거","여자","","70","135","180","285","266","241",
"47세","거주","계","","35","30","26","32","28","34",
"47세","거주","남자","","16","17","10","11","8","10",
"47세","거주","여자","","19","13","16","21","20","24",
"47세","동반","계","","26","29","21","21","20","16",
"47세","동반","남자","","4","2","4","3","3","2",
"47세","동반","여자","","22","27","17","18","17","14",
"47세","재외동포","계","","293","273","381","517","506","607",
"47세","재외동포","남자","","156","133","197","285","255","321",
"47세","재외동포","여자","","137","140","184","232","251","286",
"47세","영주","계","","93","81","110","116","112","124",
"47세","영주","남자","","38","36","44","54","45","63",
"47세","영주","여자","","55","45","66","62","67","61",
"47세","결혼이민","계","","148","104","109","120","114","109",
"47세","결혼이민","남자","","34","28","39","36","33","34",
"47세","결혼이민","여자","","114","76","70","84","81","75",
"47세","기타","계","","1","","3","12","12","4",
"47세","기타","남자","","1","","2","12","10","3",
"47세","기타","여자","","0","","1","0","2","1",
"47세","방문취업","계","","2244","2608","1798","1518","1624","1711",
"47세","방문취업","남자","","1178","1372","934","786","896","985",
"47세","방문취업","여자","","1066","1236","864","732","728","726",
"47세","관광상륙","계","","","3","6","7","2","",
"47세","관광상륙","남자","","","1","3","5","2","",
"47세","관광상륙","여자","","","2","3","2","0","",
"48세","총계","계","","5774","6150","4286","4571","5736","6365",
"48세","총계","남자","","2898","3229","2143","2262","3004","3505",
"48세","총계","여자","","2876","2921","2143","2309","2732","2860",
"48세","공무","계","","6","9","10","16","12","13",
"48세","공무","남자","","5","6","9","11","8","12",
"48세","공무","여자","","1","3","1","5","4","1",
"48세","사증면제","계","","153","513","182","359","903","1000",
"48세","사증면제","남자","","76","354","76","136","485","555",
"48세","사증면제","여자","","77","159","106","223","418","445",
"48세","관광통과","계","","201","226","260","301","352","599",
"48세","관광통과","남자","","106","128","145","151","216","375",
"48세","관광통과","여자","","95","98","115","150","136","224",
"48세","단기방문","계","","1998","1430","1293","1348","1443","1487",
"48세","단기방문","남자","","952","714","674","709","750","824",
"48세","단기방문","여자","","1046","716","619","639","693","663",
"48세","단기취업","계","","","","1","4","4","4",
"48세","단기취업","남자","","","","1","4","4","3",
"48세","단기취업","여자","","","","0","0","0","1",
"48세","문화예술","계","","1","2","","1","","1",
"48세","문화예술","남자","","1","1","","0","","1",
"48세","문화예술","여자","","0","1","","1","","0",
"48세","구직","계","","1","","","","","1",
"48세","구직","남자","","1","","","","","1",
"48세","구직","여자","","0","","","","","0",
"48세","유학","계","","3","3","5","6","4","11",
"48세","유학","남자","","2","2","3","5","2","9",
"48세","유학","여자","","1","1","2","1","2","2",
"48세","일반연수","계","","4","2","3","7","2","5",
"48세","일반연수","남자","","2","1","3","5","1","4",
"48세","일반연수","여자","","2","1","0","2","1","1",
"48세","취재","계","","","1","","1","2","",
"48세","취재","남자","","","1","","1","1","",
"48세","취재","여자","","","0","","0","1","",
"48세","종교","계","","6","6","4","7","2","7",
"48세","종교","남자","","4","5","2","5","1","3",
"48세","종교","여자","","2","1","2","2","1","4",
"48세","주재","계","","8","7","6","11","10","4",
"48세","주재","남자","","7","7","6","11","9","4",
"48세","주재","여자","","1","0","0","0","1","0",
"48세","기업투자","계","","21","15","16","10","4","15",
"48세","기업투자","남자","","20","15","16","10","4","15",
"48세","기업투자","여자","","1","0","0","0","0","0",
"48세","무역경영","계","","33","48","27","33","19","9",
"48세","무역경영","남자","","29","46","26","31","19","9",
"48세","무역경영","여자","","4","2","1","2","0","0",
"48세","교수","계","","14","12","7","6","7","8",
"48세","교수","남자","","10","9","6","6","6","6",
"48세","교수","여자","","4","3","1","0","1","2",
