"연령별","체류자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"48세","선원","계","","","1","","3","3","3",
"48세","선원","남자","","","1","","3","3","3",
"48세","선원","여자","","","0","","0","0","0",
"48세","회화지도","계","","9","12","12","8","12","9",
"48세","회화지도","남자","","4","5","5","3","4","5",
"48세","회화지도","여자","","5","7","7","5","8","4",
"48세","연구","계","","6","4","3","10","3","8",
"48세","연구","남자","","4","2","2","10","3","7",
"48세","연구","여자","","2","2","1","0","0","1",
"48세","기술지도","계","","3","","","","1","",
"48세","기술지도","남자","","3","","","","1","",
"48세","기술지도","여자","","0","","","","0","",
"48세","전문직업","계","","4","4","4","3","5","8",
"48세","전문직업","남자","","4","4","4","3","5","8",
"48세","전문직업","여자","","0","0","0","0","0","0",
"48세","예술흥행","계","","2","6","4","4","7","9",
"48세","예술흥행","남자","","2","6","4","4","5","7",
"48세","예술흥행","여자","","0","0","0","0","2","2",
"48세","특정활동","계","","23","16","15","26","27","16",
"48세","특정활동","남자","","16","15","13","19","16","12",
"48세","특정활동","여자","","7","1","2","7","11","4",
"48세","비전문취업","계","","","","1","","","",
"48세","비전문취업","남자","","","","1","","","",
"48세","비전문취업","여자","","","","0","","","",
"48세","방문동거","계","","136","181","253","426","433","468",
"48세","방문동거","남자","","42","32","77","138","164","187",
"48세","방문동거","여자","","94","149","176","288","269","281",
"48세","거주","계","","42","21","26","18","27","22",
"48세","거주","남자","","18","14","4","8","13","14",
"48세","거주","여자","","24","7","22","10","14","8",
"48세","동반","계","","23","22","18","16","19","23",
"48세","동반","남자","","0","2","0","0","5","6",
"48세","동반","여자","","23","20","18","16","14","17",
"48세","재외동포","계","","346","309","339","459","479","563",
"48세","재외동포","남자","","169","149","149","221","257","290",
"48세","재외동포","여자","","177","160","190","238","222","273",
"48세","영주","계","","115","114","94","105","132","140",
"48세","영주","남자","","46","39","41","38","55","57",
"48세","영주","여자","","69","75","53","67","77","83",
"48세","결혼이민","계","","128","101","71","94","99","117",
"48세","결혼이민","남자","","34","32","17","25","22","31",
"48세","결혼이민","여자","","94","69","54","69","77","86",
"48세","기타","계","","","2","4","12","24","15",
"48세","기타","남자","","","1","3","11","19","13",
"48세","기타","여자","","","1","1","1","5","2",
"48세","방문취업","계","","2486","3080","1625","1274","1696","1800",
"48세","방문취업","남자","","1340","1637","854","693","926","1044",
"48세","방문취업","여자","","1146","1443","771","581","770","756",
"48세","관광상륙","계","","2","3","3","3","5","",
"48세","관광상륙","남자","","1","1","2","1","0","",
"48세","관광상륙","여자","","1","2","1","2","5","",
"49세","총계","계","","5361","6289","4737","4388","5386","5893",
"49세","총계","남자","","2577","3215","2338","2214","2838","3212",
"49세","총계","여자","","2784","3074","2399","2174","2548","2681",
"49세","공무","계","","9","7","8","12","12","10",
"49세","공무","남자","","7","3","5","10","5","8",
"49세","공무","여자","","2","4","3","2","7","2",
"49세","사증면제","계","","110","420","173","319","849","825",
"49세","사증면제","남자","","54","273","66","146","447","443",
"49세","사증면제","여자","","56","147","107","173","402","382",
"49세","관광통과","계","","205","212","262","262","357","572",
"49세","관광통과","남자","","91","123","149","140","197","357",
"49세","관광통과","여자","","114","89","113","122","160","215",
"49세","단기방문","계","","1319","1255","1094","1324","1340","1318",
"49세","단기방문","남자","","548","625","557","696","774","698",
"49세","단기방문","여자","","771","630","537","628","566","620",
"49세","단기취업","계","","1","","3","4","1","",
"49세","단기취업","남자","","1","","3","4","1","",
"49세","단기취업","여자","","0","","0","0","0","",
"49세","문화예술","계","","3","3","1","2","1","1",
"49세","문화예술","남자","","3","2","1","0","0","1",
"49세","문화예술","여자","","0","1","0","2","1","0",
"49세","구직","계","","","","","","","1",
"49세","구직","남자","","","","","","","1",
"49세","구직","여자","","","","","","","0",
"49세","유학","계","","6","2","1","3","5","6",
"49세","유학","남자","","3","2","1","1","4","4",
"49세","유학","여자","","3","0","0","2","1","2",
"49세","일반연수","계","","3","1","2","6","3","4",
"49세","일반연수","남자","","1","0","1","4","3","2",
"49세","일반연수","여자","","2","1","1","2","0","2",
"49세","종교","계","","3","2","6","3","6","2",
"49세","종교","남자","","2","2","4","2","4","2",
"49세","종교","여자","","1","0","2","1","2","0",
"49세","주재","계","","5","4","4","4","6","3",
"49세","주재","남자","","5","4","3","4","5","3",
"49세","주재","여자","","0","0","1","0","1","0",
"49세","기업투자","계","","14","10","8","29","18","11",
"49세","기업투자","남자","","13","9","8","27","15","11",
"49세","기업투자","여자","","1","1","0","2","3","0",
"49세","무역경영","계","","44","27","35","22","18","22",
"49세","무역경영","남자","","43","26","35","21","18","21",
"49세","무역경영","여자","","1","1","0","1","0","1",
"49세","교수","계","","9","9","12","8","5","7",
"49세","교수","남자","","6","8","9","4","5","4",
"49세","교수","여자","","3","1","3","4","0","3",
"49세","선원","계","","","","","3","3","2",
"49세","선원","남자","","","","","3","3","2",
"49세","선원","여자","","","","","0","0","0",
"49세","회화지도","계","","7","7","4","9","5","8",
"49세","회화지도","남자","","4","3","3","6","4","3",
"49세","회화지도","여자","","3","4","1","3","1","5",
"49세","연구","계","","4","4","1","14","4","9",
"49세","연구","남자","","4","4","1","13","4","9",
"49세","연구","여자","","0","0","0","1","0","0",
"49세","기술지도","계","","1","1","","","","1",
"49세","기술지도","남자","","1","1","","","","1",
"49세","기술지도","여자","","0","0","","","","0",
"49세","전문직업","계","","10","2","8","5","4","2",
"49세","전문직업","남자","","10","2","8","5","4","2",
"49세","전문직업","여자","","0","0","0","0","0","0",
"49세","예술흥행","계","","5","3","2","2","5","",
"49세","예술흥행","남자","","4","3","1","2","3","",
"49세","예술흥행","여자","","1","0","1","0","2","",
"49세","특정활동","계","","25","22","19","24","24","15",
"49세","특정활동","남자","","21","17","16","20","19","12",
"49세","특정활동","여자","","4","5","3","4","5","3",
"49세","비전문취업","계","","1","","","","","",
"49세","비전문취업","남자","","0","","","","","",
"49세","비전문취업","여자","","1","","","","","",
"49세","방문동거","계","","156","176","280","447","439","470",
"49세","방문동거","남자","","45","40","95","181","172","201",
"49세","방문동거","여자","","111","136","185","266","267","269",
"49세","거주","계","","44","32","19","18","20","23",
"49세","거주","남자","","21","15","5","9","8","8",
"49세","거주","여자","","23","17","14","9","12","15",
"49세","동반","계","","13","16","22","15","20","19",
"49세","동반","남자","","1","0","2","2","1","3",
"49세","동반","여자","","12","16","20","13","19","16",
"49세","재외동포","계","","411","335","354","427","509","539",
"49세","재외동포","남자","","207","154","182","216","259","276",
"49세","재외동포","여자","","204","181","172","211","250","263",
"49세","영주","계","","101","109","120","84","92","140",
"49세","영주","남자","","47","45","40","35","35","64",
"49세","영주","여자","","54","64","80","49","57","76",
"49세","결혼이민","계","","121","102","100","75","84","114",
"49세","결혼이민","남자","","40","27","27","20","22","43",
"49세","결혼이민","여자","","81","75","73","55","62","71",
"49세","기타","계","","1","1","3","6","13","9",
"49세","기타","남자","","1","1","2","5","9","8",
"49세","기타","여자","","0","0","1","1","4","1",
"49세","방문취업","계","","2729","3524","2194","1255","1542","1760",
"49세","방문취업","남자","","1393","1824","1114","635","817","1025",
"49세","방문취업","여자","","1336","1700","1080","620","725","735",
"49세","관광상륙","계","","1","3","2","6","1","",
"49세","관광상륙","남자","","1","2","0","3","0","",
"49세","관광상륙","여자","","0","1","2","3","1","",
"50세","총계","계","","6138","7489","5319","5124","5077","5518",
"50세","총계","남자","","2793","3708","2504","2560","2563","2801",
"50세","총계","여자","","3345","3781","2815","2564","2514","2717",
"50세","공무","계","","10","11","11","7","9","10",
"50세","공무","남자","","8","7","8","7","4","5",
"50세","공무","여자","","2","4","3","0","5","5",
"50세","사증면제","계","","90","354","149","260","677","715",
"50세","사증면제","남자","","45","245","57","102","388","375",
"50세","사증면제","여자","","45","109","92","158","289","340",
"50세","관광통과","계","","191","235","257","247","290","451",
"50세","관광통과","남자","","89","129","126","132","156","269",
"50세","관광통과","여자","","102","106","131","115","134","182",
"50세","단기방문","계","","1063","1146","1144","1617","1316","1327",
"50세","단기방문","남자","","397","546","553","879","693","703",
"50세","단기방문","여자","","666","600","591","738","623","624",
"50세","단기취업","계","","","","","5","2","",
"50세","단기취업","남자","","","","","5","1","",
"50세","단기취업","여자","","","","","0","1","",
"50세","문화예술","계","","","1","","1","1","1",
"50세","문화예술","남자","","","0","","1","0","0",
"50세","문화예술","여자","","","1","","0","1","1",
"50세","구직","계","","","","","1","","",
"50세","구직","남자","","","","","1","","",
"50세","구직","여자","","","","","0","","",
"50세","유학","계","","2","4","1","4","","1",
"50세","유학","남자","","2","2","0","2","","1",
"50세","유학","여자","","0","2","1","2","","0",
"50세","일반연수","계","","2","4","4","10","1","4",
"50세","일반연수","남자","","1","4","2","10","0","2",
"50세","일반연수","여자","","1","0","2","0","1","2",
"50세","취재","계","","","1","1","","","2",
"50세","취재","남자","","","1","1","","","1",
"50세","취재","여자","","","0","0","","","1",
"50세","종교","계","","2","2","7","4","5","6",
"50세","종교","남자","","2","1","4","4","2","1",
"50세","종교","여자","","0","1","3","0","3","5",
