"전출지별","전입지별","성별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"경상북도","세종특별자치시","계","50 - 54세","이동자수","명","12","19","49","44","36","33",
"경상북도","세종특별자치시","계","50 - 54세","순이동자수","명","3","7","17","17","9","2",
"경상북도","세종특별자치시","계","55 - 59세","이동자수","명","16","26","48","37","59","50",
"경상북도","세종특별자치시","계","55 - 59세","순이동자수","명","5","16","29","13","36","19",
"경상북도","세종특별자치시","계","60 - 64세","이동자수","명","14","17","32","35","41","48",
"경상북도","세종특별자치시","계","60 - 64세","순이동자수","명","8","8","22","16","25","17",
"경상북도","세종특별자치시","계","65 - 69세","이동자수","명","8","6","22","12","15","26",
"경상북도","세종특별자치시","계","65 - 69세","순이동자수","명","3","4","12","2","1","9",
"경상북도","세종특별자치시","계","70 - 74세","이동자수","명","2","8","7","12","18","5",
"경상북도","세종특별자치시","계","70 - 74세","순이동자수","명","-2","-1","1","4","9","-6",
"경상북도","세종특별자치시","계","75 - 79세","이동자수","명","5","6","8","12","12","5",
"경상북도","세종특별자치시","계","75 - 79세","순이동자수","명","1","-1","3","4","5","-3",
"경상북도","세종특별자치시","계","80세이상","이동자수","명","3","5","2","12","12","14",
"경상북도","세종특별자치시","계","80세이상","순이동자수","명","2","1","-1","5","6","6",
"경상북도","경기도","계","계","이동자수","명","19815","19128","20107","19698","19731","20957",
"경상북도","경기도","계","계","순이동자수","명","1197","520","-59","1676","3654","5884",
"경상북도","경기도","계","0 - 4세","이동자수","명","1279","1118","1132","1113","1080","1160",
"경상북도","경기도","계","0 - 4세","순이동자수","명","151","141","-105","123","233","494",
"경상북도","경기도","계","5 - 9세","이동자수","명","799","748","680","695","707","819",
"경상북도","경기도","계","5 - 9세","순이동자수","명","42","15","-76","-54","102","291",
"경상북도","경기도","계","10 - 14세","이동자수","명","633","582","565","478","486","539",
"경상북도","경기도","계","10 - 14세","순이동자수","명","35","12","-61","-45","103","124",
"경상북도","경기도","계","15 - 19세","이동자수","명","1123","1049","1127","1099","1130","1160",
"경상북도","경기도","계","15 - 19세","순이동자수","명","7","-6","-14","0","148","227",
"경상북도","경기도","계","20 - 24세","이동자수","명","2352","2457","2595","2741","2746","2593",
"경상북도","경기도","계","20 - 24세","순이동자수","명","748","887","884","1135","1103","1085",
"경상북도","경기도","계","25 - 29세","이동자수","명","3301","3181","3149","3297","3305","3700",
"경상북도","경기도","계","25 - 29세","순이동자수","명","1051","921","836","1249","1380","1781",
"경상북도","경기도","계","30 - 34세","이동자수","명","2834","2587","2565","2464","2535","2511",
"경상북도","경기도","계","30 - 34세","순이동자수","명","409","199","-13","483","841","1077",
"경상북도","경기도","계","35 - 39세","이동자수","명","1758","1666","1740","1753","1807","1955",
"경상북도","경기도","계","35 - 39세","순이동자수","명","67","-38","-222","47","282","591",
"경상북도","경기도","계","40 - 44세","이동자수","명","1301","1269","1391","1243","1219","1282",
"경상북도","경기도","계","40 - 44세","순이동자수","명","-138","-227","-229","-231","85","197",
"경상북도","경기도","계","45 - 49세","이동자수","명","923","935","1108","987","1041","1086",
"경상북도","경기도","계","45 - 49세","순이동자수","명","-273","-330","-369","-314","-57","6",
"경상북도","경기도","계","50 - 54세","이동자수","명","881","905","1003","887","866","853",
"경상북도","경기도","계","50 - 54세","순이동자수","명","-370","-329","-354","-273","-177","-84",
"경상북도","경기도","계","55 - 59세","이동자수","명","715","764","908","893","814","930",
"경상북도","경기도","계","55 - 59세","순이동자수","명","-262","-296","-275","-211","-240","-48",
"경상북도","경기도","계","60 - 64세","이동자수","명","547","522","630","628","606","745",
"경상북도","경기도","계","60 - 64세","순이동자수","명","-135","-224","-148","-189","-174","-31",
"경상북도","경기도","계","65 - 69세","이동자수","명","346","385","399","411","455","500",
"경상북도","경기도","계","65 - 69세","순이동자수","명","-134","-76","-50","-69","-11","6",
"경상북도","경기도","계","70 - 74세","이동자수","명","353","327","346","306","293","320",
"경상북도","경기도","계","70 - 74세","순이동자수","명","-47","-107","-16","-70","-24","-6",
"경상북도","경기도","계","75 - 79세","이동자수","명","298","264","338","262","245","312",
"경상북도","경기도","계","75 - 79세","순이동자수","명","11","-36","36","2","-14","62",
"경상북도","경기도","계","80세이상","이동자수","명","372","369","431","441","396","492",
"경상북도","경기도","계","80세이상","순이동자수","명","35","14","117","93","74","112",
"경상북도","강원도","계","계","이동자수","명","3943","3903","4069","3815","3474","3420",
"경상북도","강원도","계","계","순이동자수","명","65","-13","70","222","-113","59",
"경상북도","강원도","계","0 - 4세","이동자수","명","228","234","210","204","137","159",
"경상북도","강원도","계","0 - 4세","순이동자수","명","10","44","10","43","-45","31",
"경상북도","강원도","계","5 - 9세","이동자수","명","148","137","137","133","134","127",
"경상북도","강원도","계","5 - 9세","순이동자수","명","-6","2","8","25","-12","8",
"경상북도","강원도","계","10 - 14세","이동자수","명","139","113","133","96","83","87",
"경상북도","강원도","계","10 - 14세","순이동자수","명","8","-10","-5","4","-13","-16",
"경상북도","강원도","계","15 - 19세","이동자수","명","239","237","231","195","172","143",
"경상북도","강원도","계","15 - 19세","순이동자수","명","-20","-5","32","-18","-28","-51",
"경상북도","강원도","계","20 - 24세","이동자수","명","559","553","661","561","496","428",
"경상북도","강원도","계","20 - 24세","순이동자수","명","156","76","118","76","35","-7",
"경상북도","강원도","계","25 - 29세","이동자수","명","472","495","485","426","441","441",
"경상북도","강원도","계","25 - 29세","순이동자수","명","9","53","6","-25","-14","26",
"경상북도","강원도","계","30 - 34세","이동자수","명","450","418","376","386","300","293",
"경상북도","강원도","계","30 - 34세","순이동자수","명","-26","-14","-16","45","-39","-5",
"경상북도","강원도","계","35 - 39세","이동자수","명","322","308","366","326","285","294",
"경상북도","강원도","계","35 - 39세","순이동자수","명","19","-3","36","50","-14","17",
"경상북도","강원도","계","40 - 44세","이동자수","명","299","309","297","260","258","244",
"경상북도","강원도","계","40 - 44세","순이동자수","명","-39","1","-26","-2","20","-5",
"경상북도","강원도","계","45 - 49세","이동자수","명","248","238","251","251","216","220",
"경상북도","강원도","계","45 - 49세","순이동자수","명","-2","-38","-49","-4","-31","-11",
"경상북도","강원도","계","50 - 54세","이동자수","명","252","226","267","236","275","241",
"경상북도","강원도","계","50 - 54세","순이동자수","명","-3","-63","-30","-15","24","-5",
"경상북도","강원도","계","55 - 59세","이동자수","명","192","227","229","274","258","277",
"경상북도","강원도","계","55 - 59세","순이동자수","명","-20","-12","-19","25","20","7",
"경상북도","강원도","계","60 - 64세","이동자수","명","116","141","159","171","178","199",
"경상북도","강원도","계","60 - 64세","순이동자수","명","-12","-4","16","28","11","53",
"경상북도","강원도","계","65 - 69세","이동자수","명","77","80","79","104","70","99",
"경상북도","강원도","계","65 - 69세","순이동자수","명","-18","1","-4","-8","-24","27",
"경상북도","강원도","계","70 - 74세","이동자수","명","74","58","58","63","66","54",
"경상북도","강원도","계","70 - 74세","순이동자수","명","15","-22","-10","4","5","-2",
"경상북도","강원도","계","75 - 79세","이동자수","명","67","55","58","61","45","48",
"경상북도","강원도","계","75 - 79세","순이동자수","명","2","-21","-5","2","2","-2",
"경상북도","강원도","계","80세이상","이동자수","명","61","74","72","68","60","66",
"경상북도","강원도","계","80세이상","순이동자수","명","-8","2","8","-8","-10","-6",
"경상북도","충청북도","계","계","이동자수","명","3927","4112","4225","4141","4044","4407",
"경상북도","충청북도","계","계","순이동자수","명","235","506","366","731","569","1285",
"경상북도","충청북도","계","0 - 4세","이동자수","명","200","196","200","197","227","213",
"경상북도","충청북도","계","0 - 4세","순이동자수","명","21","8","-5","31","69","78",
"경상북도","충청북도","계","5 - 9세","이동자수","명","139","126","153","127","118","139",
"경상북도","충청북도","계","5 - 9세","순이동자수","명","11","-11","18","2","13","37",
"경상북도","충청북도","계","10 - 14세","이동자수","명","131","121","117","115","91","112",
"경상북도","충청북도","계","10 - 14세","순이동자수","명","-12","-5","-3","2","-4","23",
"경상북도","충청북도","계","15 - 19세","이동자수","명","210","232","244","194","184","203",
"경상북도","충청북도","계","15 - 19세","순이동자수","명","-94","-11","-20","-24","-2","15",
"경상북도","충청북도","계","20 - 24세","이동자수","명","537","632","632","637","600","660",
"경상북도","충청북도","계","20 - 24세","순이동자수","명","128","249","185","222","165","261",
"경상북도","충청북도","계","25 - 29세","이동자수","명","613","590","642","658","615","721",
"경상북도","충청북도","계","25 - 29세","순이동자수","명","144","117","124","208","120","309",
"경상북도","충청북도","계","30 - 34세","이동자수","명","441","471","467","434","437","452",
"경상북도","충청북도","계","30 - 34세","순이동자수","명","13","20","3","56","69","182",
"경상북도","충청북도","계","35 - 39세","이동자수","명","316","334","355","313","354","350",
"경상북도","충청북도","계","35 - 39세","순이동자수","명","8","47","29","46","53","93",
"경상북도","충청북도","계","40 - 44세","이동자수","명","292","279","291","250","260","309",
"경상북도","충청북도","계","40 - 44세","순이동자수","명","4","17","-10","7","24","83",
"경상북도","충청북도","계","45 - 49세","이동자수","명","242","254","285","281","219","276",
"경상북도","충청북도","계","45 - 49세","순이동자수","명","-33","-9","2","61","0","48",
"경상북도","충청북도","계","50 - 54세","이동자수","명","231","276","258","250","237","239",
"경상북도","충청북도","계","50 - 54세","순이동자수","명","-53","8","-3","38","4","39",
"경상북도","충청북도","계","55 - 59세","이동자수","명","188","207","210","230","268","243",
"경상북도","충청북도","계","55 - 59세","순이동자수","명","35","32","-7","35","37","22",
"경상북도","충청북도","계","60 - 64세","이동자수","명","125","129","131","165","189","204",
"경상북도","충청북도","계","60 - 64세","순이동자수","명","26","20","23","6","23","49",
"경상북도","충청북도","계","65 - 69세","이동자수","명","64","73","83","83","95","102",
"경상북도","충청북도","계","65 - 69세","순이동자수","명","2","-4","8","17","7","11",
"경상북도","충청북도","계","70 - 74세","이동자수","명","72","75","56","75","40","50",
"경상북도","충청북도","계","70 - 74세","순이동자수","명","3","18","-2","17","0","8",
"경상북도","충청북도","계","75 - 79세","이동자수","명","60","56","40","55","45","64",
"경상북도","충청북도","계","75 - 79세","순이동자수","명","12","5","3","6","5","11",
"경상북도","충청북도","계","80세이상","이동자수","명","66","61","61","77","65","70",
"경상북도","충청북도","계","80세이상","순이동자수","명","20","5","21","1","-14","16",
"경상북도","충청남도","계","계","이동자수","명","4464","4567","4511","3969","4246","4256",
"경상북도","충청남도","계","계","순이동자수","명","1346","1130","957","1035","1339","1274",
"경상북도","충청남도","계","0 - 4세","이동자수","명","311","311","312","246","270","238",
"경상북도","충청남도","계","0 - 4세","순이동자수","명","113","119","95","52","138","103",
"경상북도","충청남도","계","5 - 9세","이동자수","명","195","220","166","162","154","161",
"경상북도","충청남도","계","5 - 9세","순이동자수","명","83","76","40","41","52","42",
"경상북도","충청남도","계","10 - 14세","이동자수","명","139","120","116","94","95","120",
"경상북도","충청남도","계","10 - 14세","순이동자수","명","62","21","24","19","19","41",
"경상북도","충청남도","계","15 - 19세","이동자수","명","186","180","169","140","188","211",
"경상북도","충청남도","계","15 - 19세","순이동자수","명","27","33","4","22","31","49",
"경상북도","충청남도","계","20 - 24세","이동자수","명","588","553","571","514","556","499",
"경상북도","충청남도","계","20 - 24세","순이동자수","명","207","176","184","167","212","172",
"경상북도","충청남도","계","25 - 29세","이동자수","명","773","736","790","688","724","742",
"경상북도","충청남도","계","25 - 29세","순이동자수","명","317","264","349","272","315","335",
"경상북도","충청남도","계","30 - 34세","이동자수","명","671","707","643","489","534","543",
"경상북도","충청남도","계","30 - 34세","순이동자수","명","179","239","141","119","177","166",
"경상북도","충청남도","계","35 - 39세","이동자수","명","403","429","394","397","412","427",
"경상북도","충청남도","계","35 - 39세","순이동자수","명","159","97","56","98","116","128",
"경상북도","충청남도","계","40 - 44세","이동자수","명","319","337","314","291","276","294",
"경상북도","충청남도","계","40 - 44세","순이동자수","명","80","72","17","74","72","64",
"경상북도","충청남도","계","45 - 49세","이동자수","명","214","256","259","224","280","257",
"경상북도","충청남도","계","45 - 49세","순이동자수","명","13","3","-4","43","49","46",
"경상북도","충청남도","계","50 - 54세","이동자수","명","211","228","230","205","213","212",
"경상북도","충청남도","계","50 - 54세","순이동자수","명","36","20","20","18","45","26",
"경상북도","충청남도","계","55 - 59세","이동자수","명","157","182","181","188","170","213",
"경상북도","충청남도","계","55 - 59세","순이동자수","명","25","8","-14","45","20","57",
"경상북도","충청남도","계","60 - 64세","이동자수","명","102","94","128","123","159","127",
"경상북도","충청남도","계","60 - 64세","순이동자수","명","14","-5","21","23","45","22",
"경상북도","충청남도","계","65 - 69세","이동자수","명","46","65","73","72","81","71",
"경상북도","충청남도","계","65 - 69세","순이동자수","명","-3","4","-4","9","22","1",
"경상북도","충청남도","계","70 - 74세","이동자수","명","49","56","63","49","48","51",
"경상북도","충청남도","계","70 - 74세","순이동자수","명","1","2","17","6","17","13",
"경상북도","충청남도","계","75 - 79세","이동자수","명","46","49","47","36","36","40",
"경상북도","충청남도","계","75 - 79세","순이동자수","명","12","7","7","5","11","5",
"경상북도","충청남도","계","80세이상","이동자수","명","54","44","55","51","50","50",
"경상북도","충청남도","계","80세이상","순이동자수","명","21","-6","4","22","-2","4",
"경상북도","전라북도","계","계","이동자수","명","1455","1411","1570","1396","1390","1289",
"경상북도","전라북도","계","계","순이동자수","명","-90","-88","62","15","51","-63",
"경상북도","전라북도","계","0 - 4세","이동자수","명","91","72","92","94","88","61",
"경상북도","전라북도","계","0 - 4세","순이동자수","명","-10","-5","7","8","22","13",
"경상북도","전라북도","계","5 - 9세","이동자수","명","68","50","62","61","56","41",
"경상북도","전라북도","계","5 - 9세","순이동자수","명","5","6","7","18","-4","-4",
"경상북도","전라북도","계","10 - 14세","이동자수","명","60","54","53","30","31","24",
"경상북도","전라북도","계","10 - 14세","순이동자수","명","7","11","9","-1","-5","-19",
"경상북도","전라북도","계","15 - 19세","이동자수","명","71","59","75","68","76","59",
"경상북도","전라북도","계","15 - 19세","순이동자수","명","-26","-20","-6","6","22","-7",
"경상북도","전라북도","계","20 - 24세","이동자수","명","165","173","194","155","160","123",
"경상북도","전라북도","계","20 - 24세","순이동자수","명","2","8","8","-32","-1","-58",
"경상북도","전라북도","계","25 - 29세","이동자수","명","173","197","197","191","193","186",
"경상북도","전라북도","계","25 - 29세","순이동자수","명","-53","-6","-5","-6","1","-3",
"경상북도","전라북도","계","30 - 34세","이동자수","명","183","188","193","186","149","145",
"경상북도","전라북도","계","30 - 34세","순이동자수","명","-26","-23","8","2","-21","-5",
"경상북도","전라북도","계","35 - 39세","이동자수","명","147","158","139","145","131","129",
"경상북도","전라북도","계","35 - 39세","순이동자수","명","5","2","7","13","-14","-9",
"경상북도","전라북도","계","40 - 44세","이동자수","명","140","119","127","107","129","90",
"경상북도","전라북도","계","40 - 44세","순이동자수","명","3","-5","1","4","37","-31",
"경상북도","전라북도","계","45 - 49세","이동자수","명","79","89","112","97","98","95",
"경상북도","전라북도","계","45 - 49세","순이동자수","명","-2","-11","6","0","12","2",
"경상북도","전라북도","계","50 - 54세","이동자수","명","99","85","108","80","78","84",
"경상북도","전라북도","계","50 - 54세","순이동자수","명","8","-15","4","-4","8","11",
"경상북도","전라북도","계","55 - 59세","이동자수","명","63","62","81","62","88","95",
"경상북도","전라북도","계","55 - 59세","순이동자수","명","10","-6","0","-10","8","22",
"경상북도","전라북도","계","60 - 64세","이동자수","명","29","32","57","39","39","71",
"경상북도","전라북도","계","60 - 64세","순이동자수","명","-10","-1","16","1","-5","18",
"경상북도","전라북도","계","65 - 69세","이동자수","명","32","24","23","24","28","28",
"경상북도","전라북도","계","65 - 69세","순이동자수","명","-4","-5","0","6","2","2",
"경상북도","전라북도","계","70 - 74세","이동자수","명","13","15","17","22","21","15",
"경상북도","전라북도","계","70 - 74세","순이동자수","명","-8","1","-7","7","8","-2",
"경상북도","전라북도","계","75 - 79세","이동자수","명","16","13","17","16","11","16",
"경상북도","전라북도","계","75 - 79세","순이동자수","명","6","-5","5","4","-13","5",
"경상북도","전라북도","계","80세이상","이동자수","명","26","21","23","19","14","27",
"경상북도","전라북도","계","80세이상","순이동자수","명","3","-14","2","-1","-6","2",
"경상북도","전라남도","계","계","이동자수","명","1605","1830","1797","1785","1688","1695",
"경상북도","전라남도","계","계","순이동자수","명","-164","6","-29","-10","-57","43",
"경상북도","전라남도","계","0 - 4세","이동자수","명","113","137","117","108","97","80",
"경상북도","전라남도","계","0 - 4세","순이동자수","명","-18","6","-7","-13","-13","-13",
"경상북도","전라남도","계","5 - 9세","이동자수","명","59","76","81","81","86","52",
"경상북도","전라남도","계","5 - 9세","순이동자수","명","-14","12","10","1","20","2",
"경상북도","전라남도","계","10 - 14세","이동자수","명","56","76","61","62","49","41",
"경상북도","전라남도","계","10 - 14세","순이동자수","명","-11","1","13","14","-5","-1",
"경상북도","전라남도","계","15 - 19세","이동자수","명","84","74","90","65","67","85",
"경상북도","전라남도","계","15 - 19세","순이동자수","명","-13","-37","6","-20","-14","8",
"경상북도","전라남도","계","20 - 24세","이동자수","명","162","202","196","202","188","209",
"경상북도","전라남도","계","20 - 24세","순이동자수","명","-53","-45","-16","-36","-29","-29",
"경상북도","전라남도","계","25 - 29세","이동자수","명","238","253","225","249","203","255",
"경상북도","전라남도","계","25 - 29세","순이동자수","명","-13","8","-60","-4","-71","-1",
"경상북도","전라남도","계","30 - 34세","이동자수","명","208","214","197","207","177","164",
"경상북도","전라남도","계","30 - 34세","순이동자수","명","-28","-13","-19","12","5","19",
"경상북도","전라남도","계","35 - 39세","이동자수","명","148","169","161","171","153","153",
"경상북도","전라남도","계","35 - 39세","순이동자수","명","-11","33","3","-5","-4","-3",
"경상북도","전라남도","계","40 - 44세","이동자수","명","118","119","140","145","120","121",
"경상북도","전라남도","계","40 - 44세","순이동자수","명","10","-45","2","13","-12","19",
"경상북도","전라남도","계","45 - 49세","이동자수","명","103","128","142","124","125","119",
"경상북도","전라남도","계","45 - 49세","순이동자수","명","3","4","6","-3","10","-4",
"경상북도","전라남도","계","50 - 54세","이동자수","명","115","120","112","105","127","144",
"경상북도","전라남도","계","50 - 54세","순이동자수","명","8","23","3","-10","8","43",
"경상북도","전라남도","계","55 - 59세","이동자수","명","55","98","105","103","124","109",
"경상북도","전라남도","계","55 - 59세","순이동자수","명","-14","30","7","14","26","16",
"경상북도","전라남도","계","60 - 64세","이동자수","명","38","51","61","59","65","68",
"경상북도","전라남도","계","60 - 64세","순이동자수","명","-5","13","9","14","4","-8",
"경상북도","전라남도","계","65 - 69세","이동자수","명","35","28","36","41","33","30",
"경상북도","전라남도","계","65 - 69세","순이동자수","명","9","8","3","12","13","-4",
"경상북도","전라남도","계","70 - 74세","이동자수","명","22","32","26","17","26","29",
"경상북도","전라남도","계","70 - 74세","순이동자수","명","-5","12","5","-7","8","10",
"경상북도","전라남도","계","75 - 79세","이동자수","명","23","25","16","14","19","16",
"경상북도","전라남도","계","75 - 79세","순이동자수","명","2","4","-4","1","2","-1",
"경상북도","전라남도","계","80세이상","이동자수","명","28","28","31","32","29","20",
"경상북도","전라남도","계","80세이상","순이동자수","명","-11","-8","10","7","-5","-10",
"경상북도","경상북도","계","계","이동자수","명","201206","201259","209109","193354","193235","192155",
"경상북도","경상북도","계","계","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","0 - 4세","이동자수","명","13054","12514","13590","12444","12774","11527",
"경상북도","경상북도","계","0 - 4세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","5 - 9세","이동자수","명","11712","11468","11499","11244","11656","11145",
"경상북도","경상북도","계","5 - 9세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","10 - 14세","이동자수","명","10265","9491","9065","8070","7866","7676",
"경상북도","경상북도","계","10 - 14세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","15 - 19세","이동자수","명","11853","11298","11479","9751","9535","8755",
"경상북도","경상북도","계","15 - 19세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","20 - 24세","이동자수","명","14296","14337","15210","14527","13959","13885",
"경상북도","경상북도","계","20 - 24세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","25 - 29세","이동자수","명","20375","19122","19704","18346","17970","18661",
"경상북도","경상북도","계","25 - 29세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","30 - 34세","이동자수","명","25439","24818","25029","22558","21058","19484",
"경상북도","경상북도","계","30 - 34세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","35 - 39세","이동자수","명","18854","18338","19702","18860","20197","19679",
"경상북도","경상북도","계","35 - 39세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","40 - 44세","이동자수","명","17579","17548","18321","15949","15808","15119",
"경상북도","경상북도","계","40 - 44세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","45 - 49세","이동자수","명","14720","15480","16095","15332","15401","15215",
"경상북도","경상북도","계","45 - 49세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","50 - 54세","이동자수","명","14013","14513","14813","13390","13130","13729",
"경상북도","경상북도","계","50 - 54세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","55 - 59세","이동자수","명","9800","11231","12220","11992","12090","13304",
"경상북도","경상북도","계","55 - 59세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","60 - 64세","이동자수","명","6247","7001","7662","7652","8144","8886",
"경상북도","경상북도","계","60 - 64세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","65 - 69세","이동자수","명","3746","4234","4713","4266","4646","5239",
"경상북도","경상북도","계","65 - 69세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","70 - 74세","이동자수","명","3598","3593","3503","2956","2885","3090",
"경상북도","경상북도","계","70 - 74세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","75 - 79세","이동자수","명","2679","2747","2831","2485","2522","2800",
"경상북도","경상북도","계","75 - 79세","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상북도","계","80세이상","이동자수","명","2976","3526","3673","3532","3594","3961",
"경상북도","경상북도","계","80세이상","순이동자수","명","0","0","0","0","0","0",
"경상북도","경상남도","계","계","이동자수","명","9092","9413","10089","8826","8530","8377",
"경상북도","경상남도","계","계","순이동자수","명","-626","-127","86","-431","-790","-637",
"경상북도","경상남도","계","0 - 4세","이동자수","명","550","572","594","485","466","393",
"경상북도","경상남도","계","0 - 4세","순이동자수","명","7","75","136","31","25","50",
"경상북도","경상남도","계","5 - 9세","이동자수","명","342","342","349","306","379","332",
"경상북도","경상남도","계","5 - 9세","순이동자수","명","12","5","33","-29","11","38",
"경상북도","경상남도","계","10 - 14세","이동자수","명","313","260","328","213","236","255",
"경상북도","경상남도","계","10 - 14세","순이동자수","명","-20","-2","12","-17","7","12",
"경상북도","경상남도","계","15 - 19세","이동자수","명","403","410","418","372","345","346",
"경상북도","경상남도","계","15 - 19세","순이동자수","명","-173","-20","-51","-88","-57","-56",
"경상북도","경상남도","계","20 - 24세","이동자수","명","912","982","1084","1043","967","965",
"경상북도","경상남도","계","20 - 24세","순이동자수","명","-201","-133","-150","-145","-186","-217",
"경상북도","경상남도","계","25 - 29세","이동자수","명","1431","1405","1475","1323","1141","1224",
"경상북도","경상남도","계","25 - 29세","순이동자수","명","52","-34","39","-23","-197","-128",
"경상북도","경상남도","계","30 - 34세","이동자수","명","1286","1286","1309","1063","1073","893",
"경상북도","경상남도","계","30 - 34세","순이동자수","명","8","22","103","-81","31","-61",
"경상북도","경상남도","계","35 - 39세","이동자수","명","870","902","968","811","840","821",
"경상북도","경상남도","계","35 - 39세","순이동자수","명","35","58","153","34","-57","-54",
"경상북도","경상남도","계","40 - 44세","이동자수","명","699","743","804","652","651","600",
"경상북도","경상남도","계","40 - 44세","순이동자수","명","18","21","11","-11","-51","-39",
"경상북도","경상남도","계","45 - 49세","이동자수","명","605","646","677","590","567","604",
"경상북도","경상남도","계","45 - 49세","순이동자수","명","1","-4","24","-31","-30","-8",
"경상북도","경상남도","계","50 - 54세","이동자수","명","525","551","611","552","466","475",
"경상북도","경상남도","계","50 - 54세","순이동자수","명","-141","-35","-51","-65","-133","-55",
"경상북도","경상남도","계","55 - 59세","이동자수","명","370","450","525","508","490","488",
"경상북도","경상남도","계","55 - 59세","순이동자수","명","-124","-50","-102","-13","-121","-93",
"경상북도","경상남도","계","60 - 64세","이동자수","명","205","281","321","326","332","329",
"경상북도","경상남도","계","60 - 64세","순이동자수","명","-107","-49","-72","-22","-36","-83",
"경상북도","경상남도","계","65 - 69세","이동자수","명","136","161","205","145","194","208",
"경상북도","경상남도","계","65 - 69세","순이동자수","명","-21","-9","-4","-50","-4","-11",
"경상북도","경상남도","계","70 - 74세","이동자수","명","161","150","148","119","106","133",
"경상북도","경상남도","계","70 - 74세","순이동자수","명","10","10","5","4","-2","15",
"경상북도","경상남도","계","75 - 79세","이동자수","명","126","113","125","130","105","110",
"경상북도","경상남도","계","75 - 79세","순이동자수","명","10","14","-2","44","-8","21",
"경상북도","경상남도","계","80세이상","이동자수","명","158","159","148","188","172","201",
"경상북도","경상남도","계","80세이상","순이동자수","명","8","4","2","31","18","32",
"경상북도","제주특별자치도","계","계","이동자수","명","914","965","1231","1376","1357","1531",
"경상북도","제주특별자치도","계","계","순이동자수","명","133","237","328","445","363","385",
"경상북도","제주특별자치도","계","0 - 4세","이동자수","명","72","76","69","74","48","73",
"경상북도","제주특별자치도","계","0 - 4세","순이동자수","명","22","19","14","9","12","17",
"경상북도","제주특별자치도","계","5 - 9세","이동자수","명","57","40","41","61","49","70",
"경상북도","제주특별자치도","계","5 - 9세","순이동자수","명","24","4","-1","16","9","14",
"경상북도","제주특별자치도","계","10 - 14세","이동자수","명","34","24","37","43","42","40",
"경상북도","제주특별자치도","계","10 - 14세","순이동자수","명","8","4","14","18","7","-14",
"경상북도","제주특별자치도","계","15 - 19세","이동자수","명","40","41","48","53","49","49",
"경상북도","제주특별자치도","계","15 - 19세","순이동자수","명","-6","9","31","20","12","-3",
"경상북도","제주특별자치도","계","20 - 24세","이동자수","명","88","95","110","141","157","188",
"경상북도","제주특별자치도","계","20 - 24세","순이동자수","명","12","2","-22","44","39","56",
"경상북도","제주특별자치도","계","25 - 29세","이동자수","명","96","137","146","162","166","178",
"경상북도","제주특별자치도","계","25 - 29세","순이동자수","명","-22","57","37","54","40","49",
"경상북도","제주특별자치도","계","30 - 34세","이동자수","명","109","110","151","155","123","169",
"경상북도","제주특별자치도","계","30 - 34세","순이동자수","명","24","18","44","44","30","70",
"경상북도","제주특별자치도","계","35 - 39세","이동자수","명","95","85","112","120","136","166",
"경상북도","제주특별자치도","계","35 - 39세","순이동자수","명","35","25","33","36","28","67",
"경상북도","제주특별자치도","계","40 - 44세","이동자수","명","81","93","106","123","130","111",
"경상북도","제주특별자치도","계","40 - 44세","순이동자수","명","7","22","26","44","41","10",
"경상북도","제주특별자치도","계","45 - 49세","이동자수","명","69","72","111","119","144","121",
"경상북도","제주특별자치도","계","45 - 49세","순이동자수","명","22","15","54","47","66","32",
"경상북도","제주특별자치도","계","50 - 54세","이동자수","명","59","68","105","101","109","119",
"경상북도","제주특별자치도","계","50 - 54세","순이동자수","명","-3","12","32","39","53","35",
"경상북도","제주특별자치도","계","55 - 59세","이동자수","명","48","51","102","96","81","102",
"경상북도","제주특별자치도","계","55 - 59세","순이동자수","명","15","24","40","36","15","16",
"경상북도","제주특별자치도","계","60 - 64세","이동자수","명","28","27","43","67","65","65",
"경상북도","제주특별자치도","계","60 - 64세","순이동자수","명","-1","10","13","21","6","11",
"경상북도","제주특별자치도","계","65 - 69세","이동자수","명","7","18","22","21","28","30",
"경상북도","제주특별자치도","계","65 - 69세","순이동자수","명","-6","11","6","8","10","9",
