"행정구역별(시도)","성별","연령별","항목","단위","2015 년","2016 년","2017 년","2018 년",
"전라남도","남자","20~24세","미상","","","8","6","9",
"전라남도","남자","25~29세","외국인 - 계","","4981","5384","5615","6524",
"전라남도","남자","25~29세","2018","","","","","1428",
"전라남도","남자","25~29세","2017","","","","940","1235",
"전라남도","남자","25~29세","2016","","","1099","1217","1143",
"전라남도","남자","25~29세","2015","","1078","1201","1121","1066",
"전라남도","남자","25~29세","2014","","1252","1178","1103","998",
"전라남도","남자","25~29세","2013","","866","769","716","300",
"전라남도","남자","25~29세","2012","","749","657","230","173",
"전라남도","남자","25~29세","2011","","602","224","135","94",
"전라남도","남자","25~29세","2010","","172","118","84","51",
"전라남도","남자","25~29세","2005~2009","","243","120","49","18",
"전라남도","남자","25~29세","2000~2004","","5","6","8","X",
"전라남도","남자","25~29세","1990~1999","","7","9","7","X",
"전라남도","남자","25~29세","1989년이전","","7","X","X","X",
"전라남도","남자","25~29세","미상","","","X","5","11",
"전라남도","남자","30~34세","외국인 - 계","","3945","4115","4200","4941",
"전라남도","남자","30~34세","2018","","","","","918",
"전라남도","남자","30~34세","2017","","","","589","860",
"전라남도","남자","30~34세","2016","","","676","755","767",
"전라남도","남자","30~34세","2015","","645","711","676","664",
"전라남도","남자","30~34세","2014","","916","842","778","797",
"전라남도","남자","30~34세","2013","","623","553","542","248",
"전라남도","남자","30~34세","2012","","555","554","246","188",
"전라남도","남자","30~34세","2011","","536","258","219","183",
"전라남도","남자","30~34세","2010","","175","138","102","90",
"전라남도","남자","30~34세","2005~2009","","450","352","271","202",
"전라남도","남자","30~34세","2000~2004","","34","18","8","11",
"전라남도","남자","30~34세","1990~1999","","X","X","X","X",
"전라남도","남자","30~34세","1989년이전","","10","7","X","X",
"전라남도","남자","30~34세","미상","","","X","7","8",
"전라남도","남자","35~39세","외국인 - 계","","2585","2826","2933","3495",
"전라남도","남자","35~39세","2018","","","","","609",
"전라남도","남자","35~39세","2017","","","","371","548",
"전라남도","남자","35~39세","2016","","","512","566","542",
"전라남도","남자","35~39세","2015","","316","400","396","403",
"전라남도","남자","35~39세","2014","","535","519","497","514",
"전라남도","남자","35~39세","2013","","462","434","391","209",
"전라남도","남자","35~39세","2012","","378","361","201","191",
"전라남도","남자","35~39세","2011","","350","166","140","139",
"전라남도","남자","35~39세","2010","","143","105","81","78",
"전라남도","남자","35~39세","2005~2009","","342","278","248","229",
"전라남도","남자","35~39세","2000~2004","","40","33","27","18",
"전라남도","남자","35~39세","1990~1999","","14","8","6","X",
"전라남도","남자","35~39세","1989년이전","","5","6","7","6",
"전라남도","남자","35~39세","미상","","","X","X","6",
"전라남도","남자","40~44세","외국인 - 계","","2061","2030","1949","2251",
"전라남도","남자","40~44세","2018","","","","","388",
"전라남도","남자","40~44세","2017","","","","254","382",
"전라남도","남자","40~44세","2016","","","212","287","282",
"전라남도","남자","40~44세","2015","","187","217","190","201",
"전라남도","남자","40~44세","2014","","416","380","314","299",
"전라남도","남자","40~44세","2013","","279","262","249","158",
"전라남도","남자","40~44세","2012","","238","257","141","125",
"전라남도","남자","40~44세","2011","","287","173","139","120",
"전라남도","남자","40~44세","2010","","157","126","95","73",
"전라남도","남자","40~44세","2005~2009","","402","326","230","188",
"전라남도","남자","40~44세","2000~2004","","48","36","24","26",
"전라남도","남자","40~44세","1990~1999","","39","33","21","7",
"전라남도","남자","40~44세","1989년이전","","8","X","X","X",
"전라남도","남자","40~44세","미상","","","X","X","X",
"전라남도","남자","45~49세","외국인 - 계","","1383","1387","1470","1606",
"전라남도","남자","45~49세","2018","","","","","244",
"전라남도","남자","45~49세","2017","","","","174","249",
"전라남도","남자","45~49세","2016","","","139","180","174",
"전라남도","남자","45~49세","2015","","172","183","175","142",
"전라남도","남자","45~49세","2014","","329","273","204","199",
"전라남도","남자","45~49세","2013","","188","150","136","81",
"전라남도","남자","45~49세","2012","","87","78","77","72",
"전라남도","남자","45~49세","2011","","112","89","97","91",
"전라남도","남자","45~49세","2010","","119","111","100","92",
"전라남도","남자","45~49세","2005~2009","","249","250","221","220",
"전라남도","남자","45~49세","2000~2004","","51","50","41","34",
"전라남도","남자","45~49세","1990~1999","","69","58","59","6",
"전라남도","남자","45~49세","1989년이전","","7","X","X","X",
"전라남도","남자","45~49세","미상","","","X","X","X",
"전라남도","남자","50~54세","외국인 - 계","","1024","1060","1029","1092",
"전라남도","남자","50~54세","2018","","","","","193",
"전라남도","남자","50~54세","2017","","","","144","200",
"전라남도","남자","50~54세","2016","","","162","142","109",
"전라남도","남자","50~54세","2015","","152","172","149","93",
"전라남도","남자","50~54세","2014","","266","241","171","139",
"전라남도","남자","50~54세","2013","","143","94","74","43",
"전라남도","남자","50~54세","2012","","60","45","28","23",
"전라남도","남자","50~54세","2011","","80","58","51","51",
"전라남도","남자","50~54세","2010","","90","75","73","74",
"전라남도","남자","50~54세","2005~2009","","162","141","128","127",
"전라남도","남자","50~54세","2000~2004","","36","29","19","26",
"전라남도","남자","50~54세","1990~1999","","29","39","46","8",
"전라남도","남자","50~54세","1989년이전","","6","X","X","X",
"전라남도","남자","50~54세","미상","","","X","X","X",
"전라남도","남자","55~59세","외국인 - 계","","759","760","693","786",
"전라남도","남자","55~59세","2018","","","","","143",
"전라남도","남자","55~59세","2017","","","","114","120",
"전라남도","남자","55~59세","2016","","","120","118","106",
"전라남도","남자","55~59세","2015","","124","117","97","76",
"전라남도","남자","55~59세","2014","","186","159","96","88",
"전라남도","남자","55~59세","2013","","111","80","54","38",
"전라남도","남자","55~59세","2012","","37","23","8","10",
"전라남도","남자","55~59세","2011","","72","47","31","32",
"전라남도","남자","55~59세","2010","","66","65","49","54",
"전라남도","남자","55~59세","2005~2009","","107","96","77","87",
"전라남도","남자","55~59세","2000~2004","","22","22","19","19",
"전라남도","남자","55~59세","1990~1999","","22","19","18","6",
"전라남도","남자","55~59세","1989년이전","","12","11","10","5",
"전라남도","남자","55~59세","미상","","","X","X","X",
"전라남도","남자","60~64세","외국인 - 계","","439","449","502","484",
"전라남도","남자","60~64세","2018","","","","","78",
"전라남도","남자","60~64세","2017","","","","83","87",
"전라남도","남자","60~64세","2016","","","67","57","43",
"전라남도","남자","60~64세","2015","","88","83","80","58",
"전라남도","남자","60~64세","2014","","81","75","75","65",
"전라남도","남자","60~64세","2013","","67","54","53","25",
"전라남도","남자","60~64세","2012","","40","29","17","14",
"전라남도","남자","60~64세","2011","","38","28","29","19",
"전라남도","남자","60~64세","2010","","39","32","33","30",
"전라남도","남자","60~64세","2005~2009","","49","47","38","43",
"전라남도","남자","60~64세","2000~2004","","15","12","11","12",
"전라남도","남자","60~64세","1990~1999","","13","12","15","X",
"전라남도","남자","60~64세","1989년이전","","9","8","10","6",
"전라남도","남자","60~64세","미상","","","X","X","X",
"전라남도","남자","65~69세","외국인 - 계","","192","215","225","224",
"전라남도","남자","65~69세","2018","","","","","27",
"전라남도","남자","65~69세","2017","","","","28","28",
"전라남도","남자","65~69세","2016","","","27","30","18",
"전라남도","남자","65~69세","2015","","21","21","19","19",
"전라남도","남자","65~69세","2014","","27","19","17","16",
"전라남도","남자","65~69세","2013","","22","21","28","23",
"전라남도","남자","65~69세","2012","","17","22","13","11",
"전라남도","남자","65~69세","2011","","28","28","21","20",
"전라남도","남자","65~69세","2010","","21","18","16","20",
"전라남도","남자","65~69세","2005~2009","","34","31","31","28",
"전라남도","남자","65~69세","2000~2004","","9","11","9","7",
"전라남도","남자","65~69세","1990~1999","","7","8","7","X",
"전라남도","남자","65~69세","1989년이전","","6","7","5","X",
"전라남도","남자","65~69세","미상","","","X","X","X",
"전라남도","남자","70~74세","외국인 - 계","","66","71","60","63",
"전라남도","남자","70~74세","2018","","","","","5",
"전라남도","남자","70~74세","2017","","","","8","8",
"전라남도","남자","70~74세","2016","","","14","10","9",
"전라남도","남자","70~74세","2015","","9","7","8","5",
"전라남도","남자","70~74세","2014","","10","5","X","X",
"전라남도","남자","70~74세","2013","","X","5","X","X",
"전라남도","남자","70~74세","2012","","X","X","X","X",
"전라남도","남자","70~74세","2011","","X","5","X","7",
"전라남도","남자","70~74세","2010","","8","X","X","5",
"전라남도","남자","70~74세","2005~2009","","14","14","5","9",
"전라남도","남자","70~74세","2000~2004","","5","7","X","X",
"전라남도","남자","70~74세","1990~1999","","9","7","7","X",
"전라남도","남자","70~74세","1989년이전","","X","X","X","X",
"전라남도","남자","70~74세","미상","","","X","X","X",
"전라남도","남자","75세 이상","외국인 - 계","","77","90","66","55",
"전라남도","남자","75세 이상","2018","","","","","X",
"전라남도","남자","75세 이상","2017","","","","9","X",
"전라남도","남자","75세 이상","2016","","","11","5","5",
"전라남도","남자","75세 이상","2015","","9","8","6","7",
"전라남도","남자","75세 이상","2014","","6","7","X","5",
"전라남도","남자","75세 이상","2013","","7","6","X","X",
"전라남도","남자","75세 이상","2012","","X","X","X","X",
"전라남도","남자","75세 이상","2011","","6","7","X","X",
"전라남도","남자","75세 이상","2010","","X","X","X","X",
"전라남도","남자","75세 이상","2005~2009","","12","11","9","9",
"전라남도","남자","75세 이상","2000~2004","","14","13","8","8",
"전라남도","남자","75세 이상","1990~1999","","13","16","13","X",
"전라남도","남자","75세 이상","1989년이전","","8","7","X","X",
"전라남도","남자","75세 이상","미상","","","X","X","X",
"전라남도","여자","합계","외국인 - 계","","13504","14229","14672","16515",
"전라남도","여자","합계","2018","","","","","3496",
"전라남도","여자","합계","2017","","","","2591","2976",
"전라남도","여자","합계","2016","","","2510","2397","1929",
"전라남도","여자","합계","2015","","2010","2019","1706","1360",
"전라남도","여자","합계","2014","","2325","1997","1589","1342",
"전라남도","여자","합계","2013","","1811","1514","1280","848",
"전라남도","여자","합계","2012","","1523","1302","871","718",
"전라남도","여자","합계","2011","","1346","1010","854","734",
"전라남도","여자","합계","2010","","1070","911","762","658",
"전라남도","여자","합계","2005~2009","","2392","2013","1725","1609",
"전라남도","여자","합계","2000~2004","","421","379","326","335",
"전라남도","여자","합계","1990~1999","","523","486","481","432",
"전라남도","여자","합계","1989년이전","","83","57","54","48",
"전라남도","여자","합계","미상","","","31","36","30",
"전라남도","여자","0~4세","외국인 - 계","","113","105","81","95",
"전라남도","여자","0~4세","2018","","","","","38",
"전라남도","여자","0~4세","2017","","","","31","24",
"전라남도","여자","0~4세","2016","","","36","22","15",
"전라남도","여자","0~4세","2015","","34","21","9","6",
"전라남도","여자","0~4세","2014","","29","20","8","X",
"전라남도","여자","0~4세","2013","","22","11","X","X",
"전라남도","여자","0~4세","2012","","16","7","X","X",
"전라남도","여자","0~4세","2011","","10","X","X","X",
"전라남도","여자","0~4세","2010","","X","X","X","X",
"전라남도","여자","0~4세","2005~2009","","X","X","X","X",
"전라남도","여자","0~4세","2000~2004","","X","X","X","X",
"전라남도","여자","0~4세","1990~1999","","X","X","X","X",
"전라남도","여자","0~4세","1989년이전","","X","X","X","X",
"전라남도","여자","0~4세","미상","","","10","9","8",
"전라남도","여자","5~9세","외국인 - 계","","85","95","76","66",
"전라남도","여자","5~9세","2018","","","","","9",
"전라남도","여자","5~9세","2017","","","","17","14",
"전라남도","여자","5~9세","2016","","","10","13","5",
"전라남도","여자","5~9세","2015","","17","19","17","11",
"전라남도","여자","5~9세","2014","","20","14","6","7",
"전라남도","여자","5~9세","2013","","9","9","7","5",
"전라남도","여자","5~9세","2012","","X","6","X","X",
"전라남도","여자","5~9세","2011","","21","26","7","7",
"전라남도","여자","5~9세","2010","","8","5","X","X",
"전라남도","여자","5~9세","2005~2009","","8","6","X","X",
"전라남도","여자","5~9세","2000~2004","","X","X","X","X",
"전라남도","여자","5~9세","1990~1999","","X","X","X","X",
"전라남도","여자","5~9세","1989년이전","","X","X","X","X",
"전라남도","여자","5~9세","미상","","","X","X","X",
"전라남도","여자","10~14세","외국인 - 계","","45","60","49","52",
"전라남도","여자","10~14세","2018","","","","","11",
"전라남도","여자","10~14세","2017","","","","17","15",
"전라남도","여자","10~14세","2016","","","12","9","6",
"전라남도","여자","10~14세","2015","","10","12","9","6",
"전라남도","여자","10~14세","2014","","8","6","X","X",
"전라남도","여자","10~14세","2013","","5","7","X","X",
"전라남도","여자","10~14세","2012","","5","X","X","X",
"전라남도","여자","10~14세","2011","","5","6","X","X",
"전라남도","여자","10~14세","2010","","X","X","X","X",
"전라남도","여자","10~14세","2005~2009","","6","6","X","X",
"전라남도","여자","10~14세","2000~2004","","X","X","X","X",
"전라남도","여자","10~14세","1990~1999","","X","X","X","X",
"전라남도","여자","10~14세","1989년이전","","X","X","X","X",
"전라남도","여자","10~14세","미상","","","X","X","X",
"전라남도","여자","15~19세","외국인 - 계","","213","237","280","387",
"전라남도","여자","15~19세","2018","","","","","250",
"전라남도","여자","15~19세","2017","","","","171","89",
"전라남도","여자","15~19세","2016","","","145","69","24",
"전라남도","여자","15~19세","2015","","111","54","19","10",
"전라남도","여자","15~19세","2014","","62","14","8","X",
"전라남도","여자","15~19세","2013","","15","10","8","6",
"전라남도","여자","15~19세","2012","","6","X","X","X",
"전라남도","여자","15~19세","2011","","X","X","X","X",
"전라남도","여자","15~19세","2010","","X","X","X","X",
"전라남도","여자","15~19세","2005~2009","","X","X","X","X",
"전라남도","여자","15~19세","2000~2004","","9","7","X","X",
"전라남도","여자","15~19세","1990~1999","","X","X","X","X",
"전라남도","여자","15~19세","1989년이전","","X","X","X","X",
"전라남도","여자","15~19세","미상","","","X","X","X",
"전라남도","여자","20~24세","외국인 - 계","","2142","2130","1990","2110",
"전라남도","여자","20~24세","2018","","","","","668",
"전라남도","여자","20~24세","2017","","","","549","585",
"전라남도","여자","20~24세","2016","","","615","493","371",
"전라남도","여자","20~24세","2015","","524","439","324","217",
"전라남도","여자","20~24세","2014","","485","397","279","170",
"전라남도","여자","20~24세","2013","","398","292","181","68",
"전라남도","여자","20~24세","2012","","358","239","119","21",
"전라남도","여자","20~24세","2011","","233","107","29","X",
"전라남도","여자","20~24세","2010","","102","29","X","X",
"전라남도","여자","20~24세","2005~2009","","34","X","X","X",
"전라남도","여자","20~24세","2000~2004","","X","X","X","X",
"전라남도","여자","20~24세","1990~1999","","X","X","5","X",
"전라남도","여자","20~24세","1989년이전","","X","X","X","X",
"전라남도","여자","20~24세","미상","","","5","8","X",
"전라남도","여자","25~29세","외국인 - 계","","2823","2887","2915","3190",
"전라남도","여자","25~29세","2018","","","","","631",
"전라남도","여자","25~29세","2017","","","","472","589",
"전라남도","여자","25~29세","2016","","","423","447","379",
"전라남도","여자","25~29세","2015","","337","402","364","317",
"전라남도","여자","25~29세","2014","","418","387","348","326",
"전라남도","여자","25~29세","2013","","347","321","293","241",
"전라남도","여자","25~29세","2012","","351","325","277","239",
"전라남도","여자","25~29세","2011","","353","286","244","185",
"전라남도","여자","25~29세","2010","","312","285","206","140",
"전라남도","여자","25~29세","2005~2009","","688","447","259","137",
"전라남도","여자","25~29세","2000~2004","","11","X","X","X",
"전라남도","여자","25~29세","1990~1999","","X","X","X","X",
"전라남도","여자","25~29세","1989년이전","","X","X","X","X",
"전라남도","여자","25~29세","미상","","","X","X","X",
"전라남도","여자","30~34세","외국인 - 계","","1820","2030","2255","2732",
"전라남도","여자","30~34세","2018","","","","","528",
"전라남도","여자","30~34세","2017","","","","303","407",
"전라남도","여자","30~34세","2016","","","266","310","275",
"전라남도","여자","30~34세","2015","","169","205","220","208",
"전라남도","여자","30~34세","2014","","257","231","206","193",
"전라남도","여자","30~34세","2013","","220","202","193","165",
"전라남도","여자","30~34세","2012","","219","217","174","166",
"전라남도","여자","30~34세","2011","","189","194","191","171",
"전라남도","여자","30~34세","2010","","189","171","166","151",
"전라남도","여자","30~34세","2005~2009","","513","496","465","452",
"전라남도","여자","30~34세","2000~2004","","51","35","19","12",
"전라남도","여자","30~34세","1990~1999","","X","X","X","X",
"전라남도","여자","30~34세","1989년이전","","10","7","X","X",
"전라남도","여자","30~34세","미상","","","X","X","X",
"전라남도","여자","35~39세","외국인 - 계","","1150","1267","1485","1883",
"전라남도","여자","35~39세","2018","","","","","399",
"전라남도","여자","35~39세","2017","","","","210","325",
"전라남도","여자","35~39세","2016","","","155","196","173",
"전라남도","여자","35~39세","2015","","103","164","155","128",
"전라남도","여자","35~39세","2014","","169","145","134","131",
"전라남도","여자","35~39세","2013","","123","109","112","88",
"전라남도","여자","35~39세","2012","","131","131","105","96",
"전라남도","여자","35~39세","2011","","134","110","117","105",
"전라남도","여자","35~39세","2010","","112","115","112","100",
"전라남도","여자","35~39세","2005~2009","","298","275","282","280",
"전라남도","여자","35~39세","2000~2004","","69","58","53","47",
"전라남도","여자","35~39세","1990~1999","","5","X","X","X",
"전라남도","여자","35~39세","1989년이전","","6","X","X","6",
"전라남도","여자","35~39세","미상","","","X","X","X",
"전라남도","여자","40~44세","외국인 - 계","","1060","1112","1138","1401",
"전라남도","여자","40~44세","2018","","","","","265",
"전라남도","여자","40~44세","2017","","","","171","262",
"전라남도","여자","40~44세","2016","","","149","169","137",
"전라남도","여자","40~44세","2015","","105","137","106","95",
"전라남도","여자","40~44세","2014","","181","156","109","90",
"전라남도","여자","40~44세","2013","","123","98","85","66",
"전라남도","여자","40~44세","2012","","65","56","46","49",
"전라남도","여자","40~44세","2011","","81","67","56","60",
"전라남도","여자","40~44세","2010","","77","69","71","69",
"전라남도","여자","40~44세","2005~2009","","279","253","227","225",
"전라남도","여자","40~44세","2000~2004","","83","86","77","72",
"전라남도","여자","40~44세","1990~1999","","63","38","18","8",
"전라남도","여자","40~44세","1989년이전","","X","X","X","X",
"전라남도","여자","40~44세","미상","","","X","X","X",
"전라남도","여자","45~49세","외국인 - 계","","1275","1294","1313","1400",
"전라남도","여자","45~49세","2018","","","","","243",
"전라남도","여자","45~49세","2017","","","","164","186",
"전라남도","여자","45~49세","2016","","","189","197","158",
"전라남도","여자","45~49세","2015","","161","168","155","106",
"전라남도","여자","45~49세","2014","","206","175","140","116",
"전라남도","여자","45~49세","2013","","170","131","107","59",
"전라남도","여자","45~49세","2012","","115","88","48","47",
"전라남도","여자","45~49세","2011","","91","58","63","58",
"전라남도","여자","45~49세","2010","","87","71","64","60",
"전라남도","여자","45~49세","2005~2009","","204","192","183","197",
"전라남도","여자","45~49세","2000~2004","","67","71","68","79",
"전라남도","여자","45~49세","1990~1999","","169","150","123","91",
"전라남도","여자","45~49세","1989년이전","","5","X","X","X",
"전라남도","여자","45~49세","미상","","","X","X","X",
"전라남도","여자","50~54세","외국인 - 계","","1217","1270","1308","1304",
"전라남도","여자","50~54세","2018","","","","","184",
"전라남도","여자","50~54세","2017","","","","205","199",
"전라남도","여자","50~54세","2016","","","180","180","145",
"전라남도","여자","50~54세","2015","","176","164","136","108",
"전라남도","여자","50~54세","2014","","216","191","131","104",
"전라남도","여자","50~54세","2013","","156","130","111","46",
"전라남도","여자","50~54세","2012","","90","80","36","38",
"전라남도","여자","50~54세","2011","","98","67","63","50",
"전라남도","여자","50~54세","2010","","83","73","63","62",
"전라남도","여자","50~54세","2005~2009","","157","146","123","118",
"전라남도","여자","50~54세","2000~2004","","52","49","49","54",
"전라남도","여자","50~54세","1990~1999","","178","183","203","191",
"전라남도","여자","50~54세","1989년이전","","11","6","6","X",
"전라남도","여자","50~54세","미상","","","X","X","X",
"전라남도","여자","55~59세","외국인 - 계","","796","867","858","926",
"전라남도","여자","55~59세","2018","","","","","141",
"전라남도","여자","55~59세","2017","","","","132","152",
"전라남도","여자","55~59세","2016","","","161","151","121",
"전라남도","여자","55~59세","2015","","144","131","93","69",
"전라남도","여자","55~59세","2014","","151","144","103","83",
"전라남도","여자","55~59세","2013","","115","97","78","33",
"전라남도","여자","55~59세","2012","","85","67","22","16",
"전라남도","여자","55~59세","2011","","66","30","27","39",
"전라남도","여자","55~59세","2010","","43","37","31","33",
"전라남도","여자","55~59세","2005~2009","","89","87","88","88",
"전라남도","여자","55~59세","2000~2004","","29","28","26","30",
"전라남도","여자","55~59세","1990~1999","","59","67","86","106",
"전라남도","여자","55~59세","1989년이전","","15","14","15","12",
"전라남도","여자","55~59세","미상","","","X","6","X",
"전라남도","여자","60~64세","외국인 - 계","","434","472","504","548",
"전라남도","여자","60~64세","2018","","","","","77",
"전라남도","여자","60~64세","2017","","","","83","86",
"전라남도","여자","60~64세","2016","","","98","90","76",
"전라남도","여자","60~64세","2015","","71","59","65","51",
"전라남도","여자","60~64세","2014","","76","68","71","66",
"전라남도","여자","60~64세","2013","","70","61","62","31",
"전라남도","여자","60~64세","2012","","61","64","19","24",
"전라남도","여자","60~64세","2011","","38","25","20","18",
"전라남도","여자","60~64세","2010","","24","20","17","17",
"전라남도","여자","60~64세","2005~2009","","57","46","42","55",
"전라남도","여자","60~64세","2000~2004","","25","16","14","20",
"전라남도","여자","60~64세","1990~1999","","7","9","15","18",
"전라남도","여자","60~64세","1989년이전","","5","6","6","8",
"전라남도","여자","60~64세","미상","","","X","X","X",
"전라남도","여자","65~69세","외국인 - 계","","169","230","238","224",
"전라남도","여자","65~69세","2018","","","","","28",
"전라남도","여자","65~69세","2017","","","","34","18",
"전라남도","여자","65~69세","2016","","","37","28","24",
"전라남도","여자","65~69세","2015","","21","22","16","10",
"전라남도","여자","65~69세","2014","","28","33","27","24",
"전라남도","여자","65~69세","2013","","20","22","24","22",
"전라남도","여자","65~69세","2012","","11","10","10","10",
"전라남도","여자","65~69세","2011","","16","23","22","21",
"전라남도","여자","65~69세","2010","","16","22","21","16",
"전라남도","여자","65~69세","2005~2009","","30","34","30","30",
"전라남도","여자","65~69세","2000~2004","","7","8","8","9",
"전라남도","여자","65~69세","1990~1999","","12","10","10","X",
"전라남도","여자","65~69세","1989년이전","","8","7","5","5",
"전라남도","여자","65~69세","미상","","","X","X","X",
"전라남도","여자","70~74세","외국인 - 계","","83","80","86","96",
"전라남도","여자","70~74세","2018","","","","","10",
"전라남도","여자","70~74세","2017","","","","15","11",
"전라남도","여자","70~74세","2016","","","14","10","10",
"전라남도","여자","70~74세","2015","","16","12","10","9",
"전라남도","여자","70~74세","2014","","10","10","6","12",
"전라남도","여자","70~74세","2013","","9","5","6","6",
"전라남도","여자","70~74세","2012","","5","X","X","X",
"전라남도","여자","70~74세","2011","","X","5","8","9",
"전라남도","여자","70~74세","2010","","9","6","6","X",
"전라남도","여자","70~74세","2005~2009","","8","9","11","10",
"전라남도","여자","70~74세","2000~2004","","8","6","X","X",
"전라남도","여자","70~74세","1990~1999","","9","7","6","6",
"전라남도","여자","70~74세","1989년이전","","5","X","X","X",
"전라남도","여자","70~74세","미상","","","X","X","X",
"전라남도","여자","75세 이상","외국인 - 계","","79","93","96","101",
"전라남도","여자","75세 이상","2018","","","","","14",
"전라남도","여자","75세 이상","2017","","","","17","14",
"전라남도","여자","75세 이상","2016","","","20","13","10",
"전라남도","여자","75세 이상","2015","","11","10","8","9",
"전라남도","여자","75세 이상","2014","","9","6","10","8",
"전라남도","여자","75세 이상","2013","","9","9","8","9",
"전라남도","여자","75세 이상","2012","","X","X","6","5",
"전라남도","여자","75세 이상","2011","","X","X","X","X",
"전라남도","여자","75세 이상","2010","","6","6","X","5",
"전라남도","여자","75세 이상","2005~2009","","19","12","9","10",
"전라남도","여자","75세 이상","2000~2004","","5","5","X","5",
"전라남도","여자","75세 이상","1990~1999","","8","9","9","X",
"전라남도","여자","75세 이상","1989년이전","","6","7","6","6",
"전라남도","여자","75세 이상","미상","","","X","X","X",
"경상북도","계","합계","외국인 - 계","","57565","60706","63978","74071",
"경상북도","계","합계","2018","","","","","17101",
"경상북도","계","합계","2017","","","","12595","15202",
"경상북도","계","합계","2016","","","11951","12308","10828",
"경상북도","계","합계","2015","","9739","10072","8798","7305",
"경상북도","계","합계","2014","","11076","9695","8092","7096",
"경상북도","계","합계","2013","","8825","7432","6490","3243",
"경상북도","계","합계","2012","","6863","5984","2837","2380",
"경상북도","계","합계","2011","","6568","3380","2712","2351",
"경상북도","계","합계","2010","","3264","2736","2249","1972",
"경상북도","계","합계","2005~2009","","8217","6776","5520","4957",
"경상북도","계","합계","2000~2004","","1541","1271","1033","970",
"경상북도","계","합계","1990~1999","","1129","1043","985","384",
"경상북도","계","합계","1989년이전","","343","200","192","127",
"경상북도","계","합계","미상","","","166","167","155",
"경상북도","계","0~4세","외국인 - 계","","540","572","617","748",
"경상북도","계","0~4세","2018","","","","","297",
"경상북도","계","0~4세","2017","","","","270","220",
"경상북도","계","0~4세","2016","","","233","143","99",
"경상북도","계","0~4세","2015","","185","126","79","47",
"경상북도","계","0~4세","2014","","157","90","43","22",
"경상북도","계","0~4세","2013","","91","54","22","X",
"경상북도","계","0~4세","2012","","53","28","X","X",
"경상북도","계","0~4세","2011","","50","X","X","X",
"경상북도","계","0~4세","2010","","X","X","X","X",
"경상북도","계","0~4세","2005~2009","","X","X","X","X",
"경상북도","계","0~4세","2000~2004","","X","X","X","X",
"경상북도","계","0~4세","1990~1999","","X","X","X","X",
"경상북도","계","0~4세","1989년이전","","X","X","X","X",
"경상북도","계","0~4세","미상","","","41","60","63",
"경상북도","계","5~9세","외국인 - 계","","344","409","348","467",
"경상북도","계","5~9세","2018","","","","","120",
"경상북도","계","5~9세","2017","","","","86","94",
"경상북도","계","5~9세","2016","","","71","63","62",
"경상북도","계","5~9세","2015","","62","54","49","49",
"경상북도","계","5~9세","2014","","64","53","31","36",
"경상북도","계","5~9세","2013","","41","43","29","41",
"경상북도","계","5~9세","2012","","21","22","32","26",
"경상북도","계","5~9세","2011","","67","99","25","15",
"경상북도","계","5~9세","2010","","38","27","13","8",
"경상북도","계","5~9세","2005~2009","","51","33","12","6",
"경상북도","계","5~9세","2000~2004","","X","X","X","X",
"경상북도","계","5~9세","1990~1999","","X","X","X","X",
"경상북도","계","5~9세","1989년이전","","X","X","X","X",
"경상북도","계","5~9세","미상","","","7","8","10",
"경상북도","계","10~14세","외국인 - 계","","157","195","214","315",
"경상북도","계","10~14세","2018","","","","","100",
"경상북도","계","10~14세","2017","","","","74","70",
"경상북도","계","10~14세","2016","","","51","48","46",
"경상북도","계","10~14세","2015","","24","28","25","21",
"경상북도","계","10~14세","2014","","24","15","17","22",
"경상북도","계","10~14세","2013","","16","13","13","14",
"경상북도","계","10~14세","2012","","13","14","X","7",
"경상북도","계","10~14세","2011","","14","18","6","9",
"경상북도","계","10~14세","2010","","7","8","7","7",
"경상북도","계","10~14세","2005~2009","","37","28","15","14",
"경상북도","계","10~14세","2000~2004","","22","16","X","X",
"경상북도","계","10~14세","1990~1999","","X","X","X","X",
"경상북도","계","10~14세","1989년이전","","X","X","X","X",
"경상북도","계","10~14세","미상","","","X","X","X",
"경상북도","계","15~19세","외국인 - 계","","959","1272","1835","2539",
"경상북도","계","15~19세","2018","","","","","1540",
"경상북도","계","15~19세","2017","","","","1290","801",
"경상북도","계","15~19세","2016","","","855","401","108",
"경상북도","계","15~19세","2015","","575","258","78","37",
"경상북도","계","15~19세","2014","","224","58","15","7",
"경상북도","계","15~19세","2013","","55","22","17","13",
"경상북도","계","15~19세","2012","","27","12","5","7",
"경상북도","계","15~19세","2011","","12","12","5","X",
"경상북도","계","15~19세","2010","","9","11","X","5",
"경상북도","계","15~19세","2005~2009","","22","15","8","8",
"경상북도","계","15~19세","2000~2004","","18","17","6","6",
"경상북도","계","15~19세","1990~1999","","17","11","5","X",
"경상북도","계","15~19세","1989년이전","","X","X","X","X",
"경상북도","계","15~19세","미상","","","X","X","X",
"경상북도","계","20~24세","외국인 - 계","","8512","8921","9644","12169",
"경상북도","계","20~24세","2018","","","","","3889",
"경상북도","계","20~24세","2017","","","","3084","3762",
"경상북도","계","20~24세","2016","","","2958","2784","2344",
"경상북도","계","20~24세","2015","","2582","2258","1781","1249",
"경상북도","계","20~24세","2014","","2147","1632","1093","620",
