"충청북도","제주특별자치도",640,207,842,296,838,217,907,181,1009,255,839,56
"충청남도","전국",268053,-13375,279817,-9810,279680,-10272,271446,-15318,269337,-19401,282221,-10084
"충청남도","서울특별시",19680,-1806,19841,-1632,19144,-3155,18726,-3015,18582,-2438,19427,-999
"충청남도","부산광역시",2328,-581,2920,-744,2548,-616,2210,-950,2303,-939,2086,-967
"충청남도","대구광역시",2038,-561,2157,-525,1999,-510,1780,-543,1754,-824,1737,-773
"충청남도","인천광역시",6793,-1959,6784,-2180,6636,-2465,6407,-2321,6251,-2479,6365,-1829
"충청남도","광주광역시",1450,-393,1797,-418,1468,-585,1427,-539,1447,-539,1435,-581
"충청남도","대전광역시",16502,-422,17037,485,15551,-479,15298,-526,15082,-239,15349,676
"충청남도","울산광역시",1376,12,1227,-225,1468,-87,1136,-357,947,-701,1008,-652
"충청남도","세종특별자치시",2915,710,6103,3759,8384,5479,5868,2517,6587,2706,6698,2531
"충청남도","경기도",31534,-4651,31925,-5256,33277,-4514,32054,-5730,31357,-7938,34619,-2529
"충청남도","강원도",2972,-473,3085,-465,3172,-571,3022,-294,2868,-777,2935,-438
"충청남도","충청북도",5844,-212,6266,-38,6253,-327,5697,-359,5828,-559,5848,-239
"충청남도","충청남도",159556,0,165101,0,163496,0,163006,0,161612,0,169665,0
"충청남도","전라북도",5595,-336,5451,-616,5563,-696,5278,-818,5257,-899,5332,-978
"충청남도","전라남도",2596,-853,2618,-472,2593,-796,2573,-808,2481,-1042,2584,-927
"충청남도","경상북도",3118,-1346,3437,-1130,3554,-957,2934,-1035,2907,-1339,2982,-1274
"충청남도","경상남도",2894,-690,3153,-511,3480,-191,2867,-869,2804,-1697,2986,-1268
"충청남도","제주특별자치도",862,186,915,158,1094,198,1163,329,1270,303,1165,163
"전라북도","전국",260395,2197,276900,2563,264662,2830,252607,4419,239253,7206,257097,13773
"전라북도","서울특별시",15495,586,15902,1336,14830,-5,14993,1158,14930,1751,15664,3675
"전라북도","부산광역시",1471,-48,1621,21,1731,51,1582,-22,1545,-21,1344,11
"전라북도","대구광역시",1018,33,880,-116,861,-79,893,-27,816,-95,863,23
"전라북도","인천광역시",3871,294,3588,-157,3395,-186,3415,-341,3516,14,3724,637
"전라북도","광주광역시",5726,177,6221,423,5660,28,5733,115,5676,388,6186,1114
