"국적별","체류자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"러시아(연방)","방문취업","여자","","82","44","16","5","1","1",
"세르비아","총계","계","","21","20","20","26","20","21",
"세르비아","총계","남자","","12","13","11","11","9","9",
"세르비아","총계","여자","","9","7","9","15","11","12",
"세르비아","공무","계","","1","","","1","","",
"세르비아","공무","남자","","1","","","1","","",
"세르비아","공무","여자","","0","","","0","","",
"세르비아","관광통과","계","","8","9","5","12","5","3",
"세르비아","관광통과","남자","","6","7","2","5","2","3",
"세르비아","관광통과","여자","","2","2","3","7","3","0",
"세르비아","단기취업","계","","","","","","1","2",
"세르비아","단기취업","남자","","","","","","0","1",
"세르비아","단기취업","여자","","","","","","1","1",
"세르비아","유학","계","","2","2","1","2","","4",
"세르비아","유학","남자","","1","0","0","0","","0",
"세르비아","유학","여자","","1","2","1","2","","4",
"세르비아","일반연수","계","","3","3","5","4","3","5",
"세르비아","일반연수","남자","","1","1","3","2","1","2",
"세르비아","일반연수","여자","","2","2","2","2","2","3",
"세르비아","종교","계","","","1","","","","",
"세르비아","종교","남자","","","1","","","","",
"세르비아","종교","여자","","","0","","","","",
"세르비아","무역경영","계","","2","2","","1","1","",
"세르비아","무역경영","남자","","1","2","","1","1","",
"세르비아","무역경영","여자","","1","0","","0","0","",
"세르비아","교수","계","","","","1","2","2","1",
"세르비아","교수","남자","","","","0","0","1","0",
"세르비아","교수","여자","","","","1","2","1","1",
"세르비아","연구","계","","","2","","1","2","4",
"세르비아","연구","남자","","","2","","1","1","2",
"세르비아","연구","여자","","","0","","0","1","2",
"세르비아","전문직업","계","","","","2","","","",
"세르비아","전문직업","남자","","","","2","","","",
"세르비아","전문직업","여자","","","","0","","","",
"세르비아","예술흥행","계","","2","","2","1","1","1",
"세르비아","예술흥행","남자","","2","","2","1","0","0",
"세르비아","예술흥행","여자","","0","","0","0","1","1",
"세르비아","특정활동","계","","","1","1","1","2","",
"세르비아","특정활동","남자","","","0","0","0","2","",
"세르비아","특정활동","여자","","","1","1","1","0","",
"세르비아","동반","계","","3","","2","","3","",
"세르비아","동반","남자","","0","","1","","1","",
"세르비아","동반","여자","","3","","1","","2","",
"세르비아","결혼이민","계","","","","1","1","","1",
"세르비아","결혼이민","남자","","","","1","0","","1",
"세르비아","결혼이민","여자","","","","0","1","","0",
"슬로바크","총계","계","","36","33","27","32","25","28",
"슬로바크","총계","남자","","19","15","10","19","12","10",
"슬로바크","총계","여자","","17","18","17","13","13","18",
"슬로바크","사증면제","계","","8","8","3","3","4","1",
"슬로바크","사증면제","남자","","2","5","2","0","3","1",
"슬로바크","사증면제","여자","","6","3","1","3","1","0",
"슬로바크","문화예술","계","","","1","","","2","",
"슬로바크","문화예술","남자","","","1","","","0","",
"슬로바크","문화예술","여자","","","0","","","2","",
"슬로바크","유학","계","","14","10","16","23","9","14",
"슬로바크","유학","남자","","9","4","5","17","4","2",
"슬로바크","유학","여자","","5","6","11","6","5","12",
"슬로바크","일반연수","계","","3","7","2","2","6","3",
"슬로바크","일반연수","남자","","0","4","0","0","4","2",
"슬로바크","일반연수","여자","","3","3","2","2","2","1",
"슬로바크","종교","계","","","1","","","","",
"슬로바크","종교","남자","","","0","","","","",
"슬로바크","종교","여자","","","1","","","","",
"슬로바크","주재","계","","","","","1","","",
"슬로바크","주재","남자","","","","","1","","",
"슬로바크","주재","여자","","","","","0","","",
"슬로바크","기업투자","계","","","","","","","1",
"슬로바크","기업투자","남자","","","","","","","1",
"슬로바크","기업투자","여자","","","","","","","0",
"슬로바크","무역경영","계","","2","","","","","",
"슬로바크","무역경영","남자","","2","","","","","",
"슬로바크","무역경영","여자","","0","","","","","",
"슬로바크","교수","계","","2","","1","1","1","1",
"슬로바크","교수","남자","","2","","1","0","0","1",
"슬로바크","교수","여자","","0","","0","1","1","0",
"슬로바크","연구","계","","4","1","","","","",
"슬로바크","연구","남자","","4","0","","","","",
"슬로바크","연구","여자","","0","1","","","","",
"슬로바크","전문직업","계","","","1","1","","","",
"슬로바크","전문직업","남자","","","1","1","","","",
"슬로바크","전문직업","여자","","","0","0","","","",
"슬로바크","예술흥행","계","","","","1","1","1","1",
"슬로바크","예술흥행","남자","","","","1","1","0","1",
"슬로바크","예술흥행","여자","","","","0","0","1","0",
"슬로바크","특정활동","계","","","","","","1","",
"슬로바크","특정활동","남자","","","","","","1","",
"슬로바크","특정활동","여자","","","","","","0","",
"슬로바크","동반","계","","3","3","3","","","6",
"슬로바크","동반","남자","","0","0","0","","","2",
"슬로바크","동반","여자","","3","3","3","","","4",
"슬로바크","결혼이민","계","","","1","","1","1","1",
"슬로바크","결혼이민","남자","","","0","","0","0","0",
"슬로바크","결혼이민","여자","","","1","","1","1","1",
"슬로베니아","총계","계","","9","20","16","18","21","28",
"슬로베니아","총계","남자","","3","10","3","10","5","10",
"슬로베니아","총계","여자","","6","10","13","8","16","18",
"슬로베니아","관광통과","계","","1","2","3","3","2","7",
"슬로베니아","관광통과","남자","","0","2","0","0","2","4",
"슬로베니아","관광통과","여자","","1","0","3","3","0","3",
"슬로베니아","단기취업","계","","","","","1","","",
"슬로베니아","단기취업","남자","","","","","1","","",
"슬로베니아","단기취업","여자","","","","","0","","",
"슬로베니아","유학","계","","4","12","10","9","13","14",
"슬로베니아","유학","남자","","0","6","2","6","0","4",
"슬로베니아","유학","여자","","4","6","8","3","13","10",
"슬로베니아","일반연수","계","","2","4","1","2","","1",
"슬로베니아","일반연수","남자","","2","0","0","0","","0",
"슬로베니아","일반연수","여자","","0","4","1","2","","1",
"슬로베니아","기업투자","계","","2","1","","","","1",
"슬로베니아","기업투자","남자","","1","1","","","","1",
"슬로베니아","기업투자","여자","","1","0","","","","0",
"슬로베니아","무역경영","계","","","","","1","","",
"슬로베니아","무역경영","남자","","","","","1","","",
"슬로베니아","무역경영","여자","","","","","0","","",
"슬로베니아","연구","계","","","","1","","","",
"슬로베니아","연구","남자","","","","0","","","",
"슬로베니아","연구","여자","","","","1","","","",
"슬로베니아","예술흥행","계","","","","","1","1","",
"슬로베니아","예술흥행","남자","","","","","1","1","",
"슬로베니아","예술흥행","여자","","","","","0","0","",
"슬로베니아","특정활동","계","","","1","","","1","",
"슬로베니아","특정활동","남자","","","1","","","1","",
"슬로베니아","특정활동","여자","","","0","","","0","",
"슬로베니아","동반","계","","","","","1","3","3",
"슬로베니아","동반","남자","","","","","1","0","0",
"슬로베니아","동반","여자","","","","","0","3","3",
"슬로베니아","결혼이민","계","","","","1","","1","2",
"슬로베니아","결혼이민","남자","","","","1","","1","1",
"슬로베니아","결혼이민","여자","","","","0","","0","1",
"스페인","총계","계","","233","255","244","294","286","313",
"스페인","총계","남자","","134","139","125","142","147","146",
"스페인","총계","여자","","99","116","119","152","139","167",
"스페인","공무","계","","3","3","3","8","11","1",
"스페인","공무","남자","","0","2","2","3","7","1",
"스페인","공무","여자","","3","1","1","5","4","0",
"스페인","사증면제","계","","47","56","50","42","43","42",
"스페인","사증면제","남자","","29","28","17","21","16","21",
"스페인","사증면제","여자","","18","28","33","21","27","21",
"스페인","단기방문","계","","3","","1","","","",
"스페인","단기방문","남자","","2","","1","","","",
"스페인","단기방문","여자","","1","","0","","","",
"스페인","단기취업","계","","1","2","","1","","",
"스페인","단기취업","남자","","1","2","","1","","",
"스페인","단기취업","여자","","0","0","","0","","",
"스페인","문화예술","계","","","","2","","1","",
"스페인","문화예술","남자","","","","1","","0","",
"스페인","문화예술","여자","","","","1","","1","",
"스페인","구직","계","","","1","","","2","5",
"스페인","구직","남자","","","0","","","0","0",
"스페인","구직","여자","","","1","","","2","5",
"스페인","유학","계","","74","89","109","122","119","143",
"스페인","유학","남자","","39","47","57","49","57","55",
"스페인","유학","여자","","35","42","52","73","62","88",
"스페인","일반연수","계","","30","27","19","24","24","26",
"스페인","일반연수","남자","","16","13","8","11","9","6",
"스페인","일반연수","여자","","14","14","11","13","15","20",
"스페인","취재","계","","","","","","1","1",
"스페인","취재","남자","","","","","","1","1",
"스페인","취재","여자","","","","","","0","0",
"스페인","종교","계","","1","1","1","","1","3",
"스페인","종교","남자","","1","1","0","","0","2",
"스페인","종교","여자","","0","0","1","","1","1",
"스페인","주재","계","","1","4","2","","1","",
"스페인","주재","남자","","1","4","2","","1","",
"스페인","주재","여자","","0","0","0","","0","",
"스페인","기업투자","계","","3","2","1","3","","4",
"스페인","기업투자","남자","","3","2","1","3","","4",
"스페인","기업투자","여자","","0","0","0","0","","0",
"스페인","무역경영","계","","6","5","5","11","3","7",
"스페인","무역경영","남자","","6","4","5","8","3","7",
"스페인","무역경영","여자","","0","1","0","3","0","0",
"스페인","교수","계","","4","7","5","1","1","2",
"스페인","교수","남자","","3","3","4","1","0","1",
"스페인","교수","여자","","1","4","1","0","1","1",
"스페인","회화지도","계","","4","3","7","9","5","7",
"스페인","회화지도","남자","","2","2","2","3","2","4",
"스페인","회화지도","여자","","2","1","5","6","3","3",
"스페인","연구","계","","2","4","1","","1","3",
"스페인","연구","남자","","1","3","1","","1","3",
"스페인","연구","여자","","1","1","0","","0","0",
"스페인","전문직업","계","","4","4","1","3","3","1",
"스페인","전문직업","남자","","4","4","1","3","3","1",
"스페인","전문직업","여자","","0","0","0","0","0","0",
"스페인","예술흥행","계","","1","3","5","3","4","2",
"스페인","예술흥행","남자","","1","3","4","3","4","2",
"스페인","예술흥행","여자","","0","0","1","0","0","0",
"스페인","특정활동","계","","10","9","6","10","36","13",
"스페인","특정활동","남자","","5","6","5","7","25","8",
"스페인","특정활동","여자","","5","3","1","3","11","5",
"스페인","방문동거","계","","","1","","2","3","3",
"스페인","방문동거","남자","","","1","","2","3","3",
"스페인","방문동거","여자","","","0","","0","0","0",
"스페인","거주","계","","2","1","2","1","","2",
"스페인","거주","남자","","2","1","1","1","","2",
"스페인","거주","여자","","0","0","1","0","","0",
"스페인","동반","계","","19","12","6","31","","16",
"스페인","동반","남자","","5","4","1","13","","7",
"스페인","동반","여자","","14","8","5","18","","9",
"스페인","재외동포","계","","12","12","8","12","14","21",
"스페인","재외동포","남자","","9","5","4","6","7","13",
"스페인","재외동포","여자","","3","7","4","6","7","8",
"스페인","영주","계","","2","","1","2","1","",
"스페인","영주","남자","","2","","1","2","1","",
"스페인","영주","여자","","0","","0","0","0","",
"스페인","결혼이민","계","","4","9","9","9","12","10",
"스페인","결혼이민","남자","","2","4","7","5","7","5",
"스페인","결혼이민","여자","","2","5","2","4","5","5",
"스페인","관광취업","계","","","","","","","1",
"스페인","관광취업","남자","","","","","","","0",
"스페인","관광취업","여자","","","","","","","1",
"스웨덴","총계","계","","260","284","278","282","281","326",
"스웨덴","총계","남자","","151","137","136","148","117","142",
"스웨덴","총계","여자","","109","147","142","134","164","184",
"스웨덴","공무","계","","12","6","5","5","7","9",
"스웨덴","공무","남자","","3","3","3","2","4","4",
"스웨덴","공무","여자","","9","3","2","3","3","5",
"스웨덴","사증면제","계","","62","67","55","62","53","38",
"스웨덴","사증면제","남자","","34","27","27","27","21","22",
"스웨덴","사증면제","여자","","28","40","28","35","32","16",
"스웨덴","단기방문","계","","1","","","","","",
"스웨덴","단기방문","남자","","1","","","","","",
"스웨덴","단기방문","여자","","0","","","","","",
"스웨덴","단기취업","계","","2","","","","","",
"스웨덴","단기취업","남자","","2","","","","","",
"스웨덴","단기취업","여자","","0","","","","","",
"스웨덴","구직","계","","","","1","","","",
"스웨덴","구직","남자","","","","1","","","",
"스웨덴","구직","여자","","","","0","","","",
"스웨덴","유학","계","","93","97","108","119","104","146",
"스웨덴","유학","남자","","59","61","60","67","52","76",
"스웨덴","유학","여자","","34","36","48","52","52","70",
"스웨덴","일반연수","계","","37","44","47","46","72","83",
"스웨덴","일반연수","남자","","15","12","14","18","13","16",
"스웨덴","일반연수","여자","","22","32","33","28","59","67",
"스웨덴","종교","계","","1","","","","","",
"스웨덴","종교","남자","","1","","","","","",
"스웨덴","종교","여자","","0","","","","","",
"스웨덴","주재","계","","","1","","","","",
"스웨덴","주재","남자","","","1","","","","",
"스웨덴","주재","여자","","","0","","","","",
"스웨덴","기업투자","계","","3","6","2","6","2","3",
"스웨덴","기업투자","남자","","3","4","2","5","2","2",
"스웨덴","기업투자","여자","","0","2","0","1","0","1",
"스웨덴","무역경영","계","","6","5","7","9","5","1",
"스웨덴","무역경영","남자","","6","3","7","8","5","1",
"스웨덴","무역경영","여자","","0","2","0","1","0","0",
"스웨덴","교수","계","","","1","1","","3","1",
"스웨덴","교수","남자","","","1","1","","3","1",
"스웨덴","교수","여자","","","0","0","","0","0",
"스웨덴","회화지도","계","","1","","","","1","",
"스웨덴","회화지도","남자","","0","","","","1","",
"스웨덴","회화지도","여자","","1","","","","0","",
"스웨덴","연구","계","","2","","1","1","1","",
"스웨덴","연구","남자","","1","","1","1","1","",
"스웨덴","연구","여자","","1","","0","0","0","",
"스웨덴","전문직업","계","","1","2","","","","1",
"스웨덴","전문직업","남자","","1","2","","","","1",
"스웨덴","전문직업","여자","","0","0","","","","0",
"스웨덴","예술흥행","계","","","2","","2","1","1",
"스웨덴","예술흥행","남자","","","1","","2","1","1",
"스웨덴","예술흥행","여자","","","1","","0","0","0",
"스웨덴","특정활동","계","","1","1","","1","3","1",
"스웨덴","특정활동","남자","","1","1","","1","3","1",
"스웨덴","특정활동","여자","","0","0","","0","0","0",
"스웨덴","방문동거","계","","","","","","1","",
"스웨덴","방문동거","남자","","","","","","1","",
"스웨덴","방문동거","여자","","","","","","0","",
"스웨덴","동반","계","","6","15","12","9","6","4",
"스웨덴","동반","남자","","2","4","3","5","2","2",
"스웨덴","동반","여자","","4","11","9","4","4","2",
"스웨덴","재외동포","계","","18","17","15","7","6","10",
"스웨덴","재외동포","남자","","11","8","7","3","2","5",
"스웨덴","재외동포","여자","","7","9","8","4","4","5",
"스웨덴","영주","계","","","","1","","2","",
"스웨덴","영주","남자","","","","0","","1","",
"스웨덴","영주","여자","","","","1","","1","",
"스웨덴","결혼이민","계","","5","6","3","3","5","4",
"스웨덴","결혼이민","남자","","5","2","0","0","2","2",
"스웨덴","결혼이민","여자","","0","4","3","3","3","2",
"스웨덴","관광취업","계","","9","14","20","12","9","24",
"스웨덴","관광취업","남자","","6","7","10","9","3","8",
"스웨덴","관광취업","여자","","3","7","10","3","6","16",
"스위스","총계","계","","97","114","104","122","120","144",
"스위스","총계","남자","","50","57","62","68","72","70",
"스위스","총계","여자","","47","57","42","54","48","74",
"스위스","공무","계","","","","","3","","",
"스위스","공무","남자","","","","","2","","",
"스위스","공무","여자","","","","","1","","",
"스위스","사증면제","계","","24","32","31","26","30","33",
"스위스","사증면제","남자","","12","15","19","14","13","14",
"스위스","사증면제","여자","","12","17","12","12","17","19",
"스위스","관광통과","계","","","","1","","","",
"스위스","관광통과","남자","","","","0","","","",
"스위스","관광통과","여자","","","","1","","","",
"스위스","단기방문","계","","1","","1","","","2",
"스위스","단기방문","남자","","1","","0","","","1",
"스위스","단기방문","여자","","0","","1","","","1",
"스위스","단기취업","계","","","","","","1","",
"스위스","단기취업","남자","","","","","","0","",
"스위스","단기취업","여자","","","","","","1","",
"스위스","문화예술","계","","","","1","","","",
"스위스","문화예술","남자","","","","0","","","",
"스위스","문화예술","여자","","","","1","","","",
"스위스","구직","계","","","","","","","1",
"스위스","구직","남자","","","","","","","0",
"스위스","구직","여자","","","","","","","1",
"스위스","유학","계","","28","47","40","54","53","70",
"스위스","유학","남자","","13","28","28","34","36","38",
"스위스","유학","여자","","15","19","12","20","17","32",
"스위스","일반연수","계","","8","14","11","14","13","9",
"스위스","일반연수","남자","","3","4","5","6","6","3",
"스위스","일반연수","여자","","5","10","6","8","7","6",
"스위스","종교","계","","","1","2","","1","1",
"스위스","종교","남자","","","0","0","","0","1",
"스위스","종교","여자","","","1","2","","1","0",
"스위스","기업투자","계","","3","2","1","1","2","1",
"스위스","기업투자","남자","","3","2","1","1","2","1",
"스위스","기업투자","여자","","0","0","0","0","0","0",
"스위스","무역경영","계","","","1","","","1","1",
"스위스","무역경영","남자","","","1","","","1","1",
"스위스","무역경영","여자","","","0","","","0","0",
"스위스","교수","계","","","1","","3","","1",
"스위스","교수","남자","","","1","","2","","1",
"스위스","교수","여자","","","0","","1","","0",
"스위스","회화지도","계","","","","","","1","",
"스위스","회화지도","남자","","","","","","0","",
"스위스","회화지도","여자","","","","","","1","",
"스위스","연구","계","","2","2","","","1","",
"스위스","연구","남자","","2","2","","","1","",
"스위스","연구","여자","","0","0","","","0","",
"스위스","전문직업","계","","1","","1","1","2","",
"스위스","전문직업","남자","","1","","1","1","2","",
"스위스","전문직업","여자","","0","","0","0","0","",
"스위스","예술흥행","계","","","","","","1","1",
"스위스","예술흥행","남자","","","","","","1","1",
"스위스","예술흥행","여자","","","","","","0","0",
"스위스","특정활동","계","","5","1","","2","2","3",
"스위스","특정활동","남자","","4","1","","2","2","3",
"스위스","특정활동","여자","","1","0","","0","0","0",
"스위스","방문동거","계","","","","1","","","1",
"스위스","방문동거","남자","","","","1","","","0",
"스위스","방문동거","여자","","","","0","","","1",
"스위스","거주","계","","1","","","1","","1",
"스위스","거주","남자","","0","","","0","","0",
"스위스","거주","여자","","1","","","1","","1",
"스위스","동반","계","","9","4","","7","5","3",
"스위스","동반","남자","","2","0","","2","2","0",
"스위스","동반","여자","","7","4","","5","3","3",
"스위스","재외동포","계","","8","5","10","7","4","10",
"스위스","재외동포","남자","","2","1","3","2","3","3",
"스위스","재외동포","여자","","6","4","7","5","1","7",
"스위스","영주","계","","1","","1","","","",
"스위스","영주","남자","","1","","1","","","",
"스위스","영주","여자","","0","","0","","","",
"스위스","결혼이민","계","","6","4","3","3","3","6",
"스위스","결혼이민","남자","","6","2","3","2","3","3",
"스위스","결혼이민","여자","","0","2","0","1","0","3",
"우크라이나","총계","계","","522","674","968","1240","1298","1362",
"우크라이나","총계","남자","","219","283","460","616","657","683",
"우크라이나","총계","여자","","303","391","508","624","641","679",
"우크라이나","공무","계","","","2","2","4","","9",
"우크라이나","공무","남자","","","1","1","1","","4",
"우크라이나","공무","여자","","","1","1","3","","5",
"우크라이나","사증면제","계","","","","","","","1",
"우크라이나","사증면제","남자","","","","","","","1",
"우크라이나","사증면제","여자","","","","","","","0",
"우크라이나","관광통과","계","","3","7","9","1","4","15",
"우크라이나","관광통과","남자","","3","6","9","1","3","15",
"우크라이나","관광통과","여자","","0","1","0","0","1","0",
"우크라이나","단기방문","계","","33","76","129","235","238","136",
"우크라이나","단기방문","남자","","15","31","55","108","123","82",
"우크라이나","단기방문","여자","","18","45","74","127","115","54",
"우크라이나","단기취업","계","","10","10","9","7","3","5",
"우크라이나","단기취업","남자","","3","2","2","1","1","2",
"우크라이나","단기취업","여자","","7","8","7","6","2","3",
"우크라이나","유학","계","","63","53","33","49","50","56",
"우크라이나","유학","남자","","16","13","8","13","18","7",
"우크라이나","유학","여자","","47","40","25","36","32","49",
"우크라이나","일반연수","계","","16","21","12","21","19","30",
"우크라이나","일반연수","남자","","6","4","1","5","2","4",
"우크라이나","일반연수","여자","","10","17","11","16","17","26",
"우크라이나","종교","계","","1","","","","1","",
"우크라이나","종교","남자","","1","","","","1","",
"우크라이나","종교","여자","","0","","","","0","",
"우크라이나","주재","계","","4","10","4","4","2","3",
"우크라이나","주재","남자","","4","8","4","4","2","3",
"우크라이나","주재","여자","","0","2","0","0","0","0",
"우크라이나","기업투자","계","","1","","2","1","2","",
"우크라이나","기업투자","남자","","1","","2","1","2","",
"우크라이나","기업투자","여자","","0","","0","0","0","",
"우크라이나","무역경영","계","","15","21","10","12","4","2",
"우크라이나","무역경영","남자","","15","21","10","12","3","2",
"우크라이나","무역경영","여자","","0","0","0","0","1","0",
"우크라이나","교수","계","","","1","","","","",
"우크라이나","교수","남자","","","1","","","","",
"우크라이나","교수","여자","","","0","","","","",
"우크라이나","연구","계","","10","11","2","8","2","8",
"우크라이나","연구","남자","","8","11","2","8","2","8",
"우크라이나","연구","여자","","2","0","0","0","0","0",
"우크라이나","전문직업","계","","","","1","","","",
"우크라이나","전문직업","남자","","","","1","","","",
"우크라이나","전문직업","여자","","","","0","","","",
"우크라이나","예술흥행","계","","181","209","256","260","237","194",
"우크라이나","예술흥행","남자","","66","71","84","103","100","75",
"우크라이나","예술흥행","여자","","115","138","172","157","137","119",
"우크라이나","특정활동","계","","7","7","7","6","12","7",
"우크라이나","특정활동","남자","","6","5","6","4","11","7",
"우크라이나","특정활동","여자","","1","2","1","2","1","0",
"우크라이나","비전문취업","계","","1","","","","","",
"우크라이나","비전문취업","남자","","1","","","","","",
"우크라이나","비전문취업","여자","","0","","","","","",
"우크라이나","방문동거","계","","1","4","1","14","121","262",
"우크라이나","방문동거","남자","","0","1","1","7","64","119",
"우크라이나","방문동거","여자","","1","3","0","7","57","143",
"우크라이나","거주","계","","","1","","","3","2",
"우크라이나","거주","남자","","","1","","","1","0",
"우크라이나","거주","여자","","","0","","","2","2",
"우크라이나","동반","계","","50","52","35","35","16","27",
"우크라이나","동반","남자","","10","9","9","10","4","10",
"우크라이나","동반","여자","","40","43","26","25","12","17",
"우크라이나","재외동포","계","","4","8","22","42","49","59",
"우크라이나","재외동포","남자","","3","1","9","19","25","32",
"우크라이나","재외동포","여자","","1","7","13","23","24","27",
"우크라이나","영주","계","","1","1","2","1","2","",
"우크라이나","영주","남자","","0","1","1","1","2","",
"우크라이나","영주","여자","","1","0","1","0","0","",
"우크라이나","결혼이민","계","","8","4","7","10","12","17",
"우크라이나","결혼이민","남자","","1","1","0","1","1","3",
"우크라이나","결혼이민","여자","","7","3","7","9","11","14",
"우크라이나","기타","계","","","","1","2","5","",
"우크라이나","기타","남자","","","","0","0","3","",
"우크라이나","기타","여자","","","","1","2","2","",
"우크라이나","방문취업","계","","112","176","424","528","516","529",
"우크라이나","방문취업","남자","","60","95","255","317","289","309",
"우크라이나","방문취업","여자","","52","81","169","211","227","220",
"우크라이나","관광상륙","계","","1","","","","","",
"우크라이나","관광상륙","남자","","0","","","","","",
"우크라이나","관광상륙","여자","","1","","","","","",
"교황청","총계","계","","","","","","","1",
"교황청","총계","남자","","","","","","","1",
"교황청","총계","여자","","","","","","","0",
"교황청","관광통과","계","","","","","","","1",
"교황청","관광통과","남자","","","","","","","1",
"교황청","관광통과","여자","","","","","","","0",
"크로아티아","총계","계","","47","27","25","35","29","37",
"크로아티아","총계","남자","","32","21","20","24","15","24",
"크로아티아","총계","여자","","15","6","5","11","14","13",
"크로아티아","공무","계","","","","","","","1",
"크로아티아","공무","남자","","","","","","","0",
"크로아티아","공무","여자","","","","","","","1",
"크로아티아","관광통과","계","","9","6","8","8","7","8",
"크로아티아","관광통과","남자","","5","6","6","6","2","3",
"크로아티아","관광통과","여자","","4","0","2","2","5","5",
"크로아티아","단기방문","계","","1","1","","","","",
"크로아티아","단기방문","남자","","1","1","","","","",
"크로아티아","단기방문","여자","","0","0","","","","",
"크로아티아","문화예술","계","","1","","","","","",
"크로아티아","문화예술","남자","","0","","","","","",
"크로아티아","문화예술","여자","","1","","","","","",
"크로아티아","유학","계","","7","1","5","8","7","7",
"크로아티아","유학","남자","","2","0","3","3","1","3",
"크로아티아","유학","여자","","5","1","2","5","6","4",
"크로아티아","일반연수","계","","","2","","3","1","3",
"크로아티아","일반연수","남자","","","0","","1","1","1",
"크로아티아","일반연수","여자","","","2","","2","0","2",
"크로아티아","종교","계","","","","","","","1",
"크로아티아","종교","남자","","","","","","","1",
"크로아티아","종교","여자","","","","","","","0",
"크로아티아","주재","계","","","1","","","","",
"크로아티아","주재","남자","","","1","","","","",
"크로아티아","주재","여자","","","0","","","","",
"크로아티아","무역경영","계","","21","8","10","10","5","11",
"크로아티아","무역경영","남자","","21","8","10","10","5","11",
"크로아티아","무역경영","여자","","0","0","0","0","0","0",
"크로아티아","교수","계","","1","","","1","","1",
"크로아티아","교수","남자","","0","","","0","","0",
"크로아티아","교수","여자","","1","","","1","","1",
"크로아티아","연구","계","","","1","1","","","",
"크로아티아","연구","남자","","","1","0","","","",
"크로아티아","연구","여자","","","0","1","","","",
"크로아티아","전문직업","계","","1","1","","","","",
"크로아티아","전문직업","남자","","1","1","","","","",
"크로아티아","전문직업","여자","","0","0","","","","",
"크로아티아","예술흥행","계","","","1","1","3","6","1",
"크로아티아","예술흥행","남자","","","1","1","3","6","1",
"크로아티아","예술흥행","여자","","","0","0","0","0","0",
"크로아티아","특정활동","계","","1","","","1","","1",
"크로아티아","특정활동","남자","","1","","","1","","1",
"크로아티아","특정활동","여자","","0","","","0","","0",
"크로아티아","동반","계","","5","4","","1","2","",
"크로아티아","동반","남자","","1","2","","0","0","",
"크로아티아","동반","여자","","4","2","","1","2","",
"크로아티아","결혼이민","계","","","1","","","1","2",
"크로아티아","결혼이민","남자","","","0","","","0","2",
"크로아티아","결혼이민","여자","","","1","","","1","0",
"크로아티아","기타","계","","","","","","","1",
"크로아티아","기타","남자","","","","","","","1",
"크로아티아","기타","여자","","","","","","","0",
"세르비아몬테네그로","총계","계","","","","","","","1",
"세르비아몬테네그로","총계","남자","","","","","","","1",
"세르비아몬테네그로","총계","여자","","","","","","","0",
"세르비아몬테네그로","관광통과","계","","","","","","","1",
"세르비아몬테네그로","관광통과","남자","","","","","","","1",
"세르비아몬테네그로","관광통과","여자","","","","","","","0",
"오스트레일리아","총계","계","","1756","1988","1668","1720","1519","1526",
"오스트레일리아","총계","남자","","842","1006","795","860","736","720",
"오스트레일리아","총계","여자","","914","982","873","860","783","806",
"오스트레일리아","공무","계","","5","4","11","11","1","7",
"오스트레일리아","공무","남자","","2","3","8","8","1","4",
"오스트레일리아","공무","여자","","3","1","3","3","0","3",
"오스트레일리아","사증면제","계","","23","25","23","24","15","14",
"오스트레일리아","사증면제","남자","","11","16","12","11","7","9",
"오스트레일리아","사증면제","여자","","12","9","11","13","8","5",
"오스트레일리아","관광통과","계","","795","860","744","747","666","688",
"오스트레일리아","관광통과","남자","","356","386","341","341","312","328",
"오스트레일리아","관광통과","여자","","439","474","403","406","354","360",
"오스트레일리아","단기방문","계","","4","4","","","","",
"오스트레일리아","단기방문","남자","","2","2","","","","",
"오스트레일리아","단기방문","여자","","2","2","","","","",
"오스트레일리아","단기취업","계","","2","","3","1","","2",
"오스트레일리아","단기취업","남자","","0","","3","0","","2",
"오스트레일리아","단기취업","여자","","2","","0","1","","0",
"오스트레일리아","문화예술","계","","1","1","","","","",
"오스트레일리아","문화예술","남자","","1","1","","","","",
"오스트레일리아","문화예술","여자","","0","0","","","","",
"오스트레일리아","구직","계","","3","1","1","","1","",
"오스트레일리아","구직","남자","","3","1","1","","1","",
"오스트레일리아","구직","여자","","0","0","0","","0","",
"오스트레일리아","유학","계","","46","86","92","102","127","121",
"오스트레일리아","유학","남자","","20","41","28","46","42","43",
"오스트레일리아","유학","여자","","26","45","64","56","85","78",
"오스트레일리아","일반연수","계","","28","37","22","12","13","13",
"오스트레일리아","일반연수","남자","","11","19","10","7","5","4",
"오스트레일리아","일반연수","여자","","17","18","12","5","8","9",
"오스트레일리아","종교","계","","8","9","5","5","1","3",
"오스트레일리아","종교","남자","","4","5","1","4","1","1",
"오스트레일리아","종교","여자","","4","4","4","1","0","2",
"오스트레일리아","주재","계","","","4","3","8","4","3",
"오스트레일리아","주재","남자","","","4","3","7","3","3",
"오스트레일리아","주재","여자","","","0","0","1","1","0",
"오스트레일리아","기업투자","계","","12","6","8","13","4","7",
"오스트레일리아","기업투자","남자","","10","6","7","13","4","6",
"오스트레일리아","기업투자","여자","","2","0","1","0","0","1",
"오스트레일리아","무역경영","계","","76","122","62","67","37","12",
"오스트레일리아","무역경영","남자","","74","119","58","61","33","12",
"오스트레일리아","무역경영","여자","","2","3","4","6","4","0",
"오스트레일리아","교수","계","","9","8","7","4","6","1",
